length,approach
2.2008,cf-cvx
2.2018,cf-cvx
2.1937,cf-cvx
2.2005,cf-cvx
2.1992,cf-cvx
2.2052,cf-cvx
2.2054,cf-cvx
2.1968,cf-cvx
2.1997,cf-cvx
2.217,cf-cvx
2.2032,cf-cvx
2.201,cf-cvx
2.2004,cf-cvx
2.2021,cf-cvx
2.1977,cf-cvx
2.1971,cf-cvx
2.2056,cf-cvx
2.2073,cf-cvx
2.2118,cf-cvx
2.1972,cf-cvx
2.1984,cf-cvx
2.1913,cf-cvx
2.2065,cf-cvx
2.2004,cf-cvx
2.2044,cf-cvx
2.201,cf-cvx
2.1997,cf-cvx
2.1837,cf-cvx
2.1975,cf-cvx
2.2018,cf-cvx
2.2028,cf-cvx
2.204,cf-cvx
2.1959,cf-cvx
2.2025,cf-cvx
2.2063,cf-cvx
2.199,cf-cvx
2.2066,cf-cvx
2.202,cf-cvx
2.2111,cf-cvx
2.1978,cf-cvx
2.1978,cf-cvx
2.2054,cf-cvx
2.2079,cf-cvx
2.2078,cf-cvx
2.2056,cf-cvx
2.198,cf-cvx
2.209,cf-cvx
2.2095,cf-cvx
2.1924,cf-cvx
2.2046,cf-cvx
2.2145,cf-cvx
2.1968,cf-cvx
2.1859,cf-cvx
2.1982,cf-cvx
2.2059,cf-cvx
2.2125,cf-cvx
2.2126,cf-cvx
2.2069,cf-cvx
2.202,cf-cvx
2.2102,cf-cvx
2.2069,cf-cvx
2.2013,cf-cvx
2.2108,cf-cvx
2.1943,cf-cvx
2.1925,cf-cvx
2.1969,cf-cvx
2.1949,cf-cvx
2.2014,cf-cvx
2.1994,cf-cvx
2.2078,cf-cvx
2.2128,cf-cvx
2.2077,cf-cvx
2.2075,cf-cvx
2.1965,cf-cvx
2.1995,cf-cvx
2.2186,cf-cvx
2.1905,cf-cvx
2.204,cf-cvx
2.1836,cf-cvx
2.2001,cf-cvx
2.2019,cf-cvx
2.1963,cf-cvx
2.2053,cf-cvx
2.2094,cf-cvx
2.1987,cf-cvx
2.2031,cf-cvx
2.21,cf-cvx
2.2042,cf-cvx
2.205,cf-cvx
2.1942,cf-cvx
2.201,cf-cvx
2.2058,cf-cvx
2.2038,cf-cvx
2.2,cf-cvx
2.2103,cf-cvx
2.1831,cf-cvx
