length,approach
7.1011,cf*-als
7.0406,cf*-als
6.9299,cf*-als
7.0484,cf*-als
7.0163,cf*-als
6.9779,cf*-als
7.013,cf*-als
7.1466,cf*-als
6.9148,cf*-als
6.9742,cf*-als
7.0925,cf*-als
7.0238,cf*-als
7.0793,cf*-als
6.9948,cf*-als
7.099,cf*-als
6.9936,cf*-als
6.9188,cf*-als
7.0937,cf*-als
7.0088,cf*-als
7.1504,cf*-als
7.0272,cf*-als
7.0139,cf*-als
7.0083,cf*-als
7.0049,cf*-als
6.9305,cf*-als
7.0749,cf*-als
7.1096,cf*-als
7.0768,cf*-als
7.0808,cf*-als
7.0101,cf*-als
7.0787,cf*-als
6.9975,cf*-als
6.9633,cf*-als
7.1096,cf*-als
6.9852,cf*-als
7.0575,cf*-als
7.0579,cf*-als
7.066,cf*-als
6.9567,cf*-als
6.9682,cf*-als
7.0489,cf*-als
7.0752,cf*-als
7.0523,cf*-als
6.9722,cf*-als
7.0386,cf*-als
7.0257,cf*-als
7.1222,cf*-als
7.0287,cf*-als
7.0995,cf*-als
7.064,cf*-als
6.9929,cf*-als
7.0266,cf*-als
7.0044,cf*-als
7.0242,cf*-als
7.1487,cf*-als
7.0265,cf*-als
7.1138,cf*-als
6.9617,cf*-als
7.0871,cf*-als
6.9435,cf*-als
7.0567,cf*-als
6.9246,cf*-als
6.9057,cf*-als
7.0511,cf*-als
7.0639,cf*-als
7.0365,cf*-als
6.9969,cf*-als
7.0486,cf*-als
7.135,cf*-als
7.0169,cf*-als
6.9723,cf*-als
7.036,cf*-als
7.0155,cf*-als
7.0355,cf*-als
7.1043,cf*-als
7.1053,cf*-als
7.0174,cf*-als
6.9982,cf*-als
7.0267,cf*-als
7.0655,cf*-als
7.0283,cf*-als
7.0128,cf*-als
7.0303,cf*-als
7.0729,cf*-als
7.0324,cf*-als
7.0256,cf*-als
7.0009,cf*-als
7.0168,cf*-als
6.9896,cf*-als
7.1265,cf*-als
7.0963,cf*-als
7.0464,cf*-als
6.9905,cf*-als
7.0795,cf*-als
7.0855,cf*-als
7.0539,cf*-als
7.0419,cf*-als
7.1228,cf*-als
7.1062,cf*-als
7.0002,cf*-als
7.0602,cf-als
7.0109,cf-als
7.0817,cf-als
7.033,cf-als
6.9906,cf-als
6.97,cf-als
6.9531,cf-als
7.0095,cf-als
7.0104,cf-als
6.9883,cf-als
6.9414,cf-als
7.0675,cf-als
7.044,cf-als
7.0017,cf-als
7.004,cf-als
7.1335,cf-als
6.9438,cf-als
7.0047,cf-als
7.0215,cf-als
6.9412,cf-als
7.0308,cf-als
7.0165,cf-als
7.1004,cf-als
7.0309,cf-als
7.0721,cf-als
7.0173,cf-als
7.1066,cf-als
7.0139,cf-als
7.0429,cf-als
7.0269,cf-als
6.9851,cf-als
6.9538,cf-als
7.0454,cf-als
6.9597,cf-als
6.9993,cf-als
6.9705,cf-als
6.9322,cf-als
7.022,cf-als
7.1309,cf-als
7.01,cf-als
7.0369,cf-als
7.0548,cf-als
7.0313,cf-als
7.0288,cf-als
7.0604,cf-als
6.9541,cf-als
6.9303,cf-als
7.0002,cf-als
7.0082,cf-als
7.0613,cf-als
7.0338,cf-als
7.0093,cf-als
6.9471,cf-als
7.0896,cf-als
6.977,cf-als
7.0631,cf-als
7.0216,cf-als
7.0556,cf-als
7.007,cf-als
7.0534,cf-als
7.0628,cf-als
6.9723,cf-als
7.0512,cf-als
6.9623,cf-als
7.0394,cf-als
6.9391,cf-als
6.9931,cf-als
6.9761,cf-als
7.0286,cf-als
7.0388,cf-als
7.0259,cf-als
7.0265,cf-als
6.9427,cf-als
7.0102,cf-als
7.0226,cf-als
6.965,cf-als
7.0862,cf-als
6.8862,cf-als
6.96,cf-als
7.0351,cf-als
7.1014,cf-als
7.0089,cf-als
7.0833,cf-als
7.0297,cf-als
7.0483,cf-als
6.8999,cf-als
7.0275,cf-als
7.1074,cf-als
7.0325,cf-als
7.1206,cf-als
6.9955,cf-als
7.0849,cf-als
6.9701,cf-als
7.0053,cf-als
7.0362,cf-als
6.9935,cf-als
7.0306,cf-als
6.985,cf-als
7.0552,cf-als
7.0135,cf-als
