length,approach
2.0953,cf-als
2.1331,cf-als
2.1396,cf-als
2.1308,cf-als
2.1261,cf-als
2.1224,cf-als
2.1207,cf-als
2.1204,cf-als
2.1279,cf-als
2.1397,cf-als
2.1438,cf-als
2.1619,cf-als
2.1262,cf-als
2.1015,cf-als
2.1125,cf-als
2.1256,cf-als
2.1192,cf-als
2.0964,cf-als
2.1296,cf-als
2.0865,cf-als
2.0775,cf-als
2.1044,cf-als
2.1498,cf-als
2.1451,cf-als
2.1256,cf-als
2.1132,cf-als
2.1105,cf-als
2.0776,cf-als
2.1575,cf-als
2.0805,cf-als
2.1069,cf-als
2.0917,cf-als
2.0764,cf-als
2.1243,cf-als
2.1277,cf-als
2.1131,cf-als
2.0724,cf-als
2.1064,cf-als
2.1425,cf-als
2.0905,cf-als
2.1663,cf-als
2.1175,cf-als
2.1224,cf-als
2.1314,cf-als
2.0953,cf-als
2.1155,cf-als
2.1235,cf-als
2.1122,cf-als
2.0799,cf-als
2.1396,cf-als
2.0876,cf-als
2.1241,cf-als
2.117,cf-als
2.1203,cf-als
2.124,cf-als
2.0994,cf-als
2.1012,cf-als
2.1533,cf-als
2.1415,cf-als
2.1131,cf-als
2.1204,cf-als
2.0719,cf-als
2.1268,cf-als
2.0674,cf-als
2.0943,cf-als
2.1156,cf-als
2.0592,cf-als
2.0678,cf-als
2.0948,cf-als
2.0794,cf-als
2.1104,cf-als
2.0912,cf-als
2.1283,cf-als
2.0871,cf-als
2.1625,cf-als
2.1056,cf-als
2.099,cf-als
2.1471,cf-als
2.1238,cf-als
2.1133,cf-als
2.1302,cf-als
2.0818,cf-als
2.1506,cf-als
2.0958,cf-als
2.1118,cf-als
2.1167,cf-als
2.0956,cf-als
2.1686,cf-als
2.1225,cf-als
2.1137,cf-als
2.077,cf-als
2.0839,cf-als
2.118,cf-als
2.1175,cf-als
2.0823,cf-als
2.1168,cf-als
2.1649,cf-als
2.1384,cf-als
2.1181,cf-als
2.1037,cf-als
1.5509,als
1.5567,als
1.5582,als
1.5784,als
1.5531,als
1.5684,als
1.5628,als
1.5623,als
1.5564,als
1.5533,als
1.5755,als
1.5742,als
1.549,als
1.5487,als
1.5696,als
1.5563,als
1.5769,als
1.5552,als
1.5534,als
1.5578,als
1.5638,als
1.5798,als
1.5765,als
1.5496,als
1.5489,als
1.5535,als
1.5705,als
1.5546,als
1.5587,als
1.56,als
1.556,als
1.5435,als
1.557,als
1.5615,als
1.5645,als
1.5643,als
1.5721,als
1.5596,als
1.5654,als
1.5485,als
1.5646,als
1.5717,als
1.5671,als
1.5558,als
1.5531,als
1.5661,als
1.5586,als
1.543,als
1.5569,als
1.5765,als
1.5586,als
1.5675,als
1.5598,als
1.5612,als
1.5666,als
1.5654,als
1.5666,als
1.5469,als
1.55,als
1.571,als
1.5578,als
1.5624,als
1.5394,als
1.5633,als
1.5624,als
1.5691,als
1.557,als
1.5657,als
1.5569,als
1.59,als
1.5704,als
1.5546,als
1.5464,als
1.5539,als
1.5492,als
1.5777,als
1.5818,als
1.5548,als
1.5597,als
1.5486,als
1.5562,als
1.5602,als
1.5622,als
1.5687,als
1.5637,als
1.5511,als
1.5833,als
1.563,als
1.5625,als
1.5703,als
1.5665,als
1.5471,als
1.5443,als
1.5852,als
1.5528,als
1.5504,als
1.5604,als
1.5607,als
1.5681,als
1.5583,als
