length,approach
2.9427,cf-cvx
2.9429,cf-cvx
2.9258,cf-cvx
2.9005,cf-cvx
2.9544,cf-cvx
2.9718,cf-cvx
2.9148,cf-cvx
2.9045,cf-cvx
2.9155,cf-cvx
2.9992,cf-cvx
2.9694,cf-cvx
2.9482,cf-cvx
3.0331,cf-cvx
2.9113,cf-cvx
2.9536,cf-cvx
2.9277,cf-cvx
2.9976,cf-cvx
2.8938,cf-cvx
2.9189,cf-cvx
2.8872,cf-cvx
3.0046,cf-cvx
2.9348,cf-cvx
2.9565,cf-cvx
2.7969,cf-cvx
2.9446,cf-cvx
2.9545,cf-cvx
2.9334,cf-cvx
3.0753,cf-cvx
2.85,cf-cvx
2.9774,cf-cvx
3.0337,cf-cvx
2.9672,cf-cvx
3.088,cf-cvx
2.9245,cf-cvx
2.9422,cf-cvx
2.9732,cf-cvx
3.1235,cf-cvx
2.9904,cf-cvx
3.1024,cf-cvx
3.0699,cf-cvx
2.9782,cf-cvx
2.9145,cf-cvx
2.9419,cf-cvx
2.9691,cf-cvx
2.8361,cf-cvx
3.0046,cf-cvx
3.1016,cf-cvx
2.9168,cf-cvx
2.9972,cf-cvx
2.8923,cf-cvx
2.9517,cf-cvx
2.9244,cf-cvx
2.8185,cf-cvx
2.9132,cf-cvx
2.9043,cf-cvx
3.032,cf-cvx
2.8576,cf-cvx
2.8753,cf-cvx
2.9879,cf-cvx
2.8182,cf-cvx
2.8744,cf-cvx
3.067,cf-cvx
2.9104,cf-cvx
2.9063,cf-cvx
3.0184,cf-cvx
2.8964,cf-cvx
2.9087,cf-cvx
2.9588,cf-cvx
2.9633,cf-cvx
2.8964,cf-cvx
2.9897,cf-cvx
2.88,cf-cvx
2.9675,cf-cvx
2.9933,cf-cvx
2.9855,cf-cvx
2.9738,cf-cvx
3.0025,cf-cvx
2.9837,cf-cvx
2.9462,cf-cvx
2.9342,cf-cvx
2.9755,cf-cvx
2.8755,cf-cvx
3.0034,cf-cvx
2.8884,cf-cvx
3.0825,cf-cvx
2.9045,cf-cvx
2.8515,cf-cvx
3.0003,cf-cvx
2.8409,cf-cvx
2.9325,cf-cvx
2.8731,cf-cvx
2.9117,cf-cvx
2.8984,cf-cvx
2.8586,cf-cvx
2.9616,cf-cvx
3.0106,cf-cvx
2.9231,cf-cvx
3.005,cf-cvx
3.0031,cf-cvx
2.9017,cf-cvx
1.7094,cf-als
1.714,cf-als
1.7029,cf-als
1.7036,cf-als
1.7111,cf-als
1.702,cf-als
1.7111,cf-als
1.6942,cf-als
1.7056,cf-als
1.7198,cf-als
1.7085,cf-als
1.6957,cf-als
1.7098,cf-als
1.7118,cf-als
1.7017,cf-als
1.7096,cf-als
1.7121,cf-als
1.7197,cf-als
1.7132,cf-als
1.7018,cf-als
1.6949,cf-als
1.7027,cf-als
1.6933,cf-als
1.7125,cf-als
1.714,cf-als
1.7027,cf-als
1.7033,cf-als
1.7038,cf-als
1.7029,cf-als
1.711,cf-als
1.6991,cf-als
1.7238,cf-als
1.6992,cf-als
1.7139,cf-als
1.7103,cf-als
1.7114,cf-als
1.7012,cf-als
1.7201,cf-als
1.7125,cf-als
1.6977,cf-als
1.7047,cf-als
1.6929,cf-als
1.695,cf-als
1.7015,cf-als
1.7165,cf-als
1.7078,cf-als
1.7017,cf-als
1.6967,cf-als
1.6911,cf-als
1.7052,cf-als
1.7032,cf-als
1.7035,cf-als
1.7034,cf-als
1.7069,cf-als
1.696,cf-als
1.7115,cf-als
1.7004,cf-als
1.6984,cf-als
1.7029,cf-als
1.7083,cf-als
1.7082,cf-als
1.7157,cf-als
1.7043,cf-als
1.7042,cf-als
1.7063,cf-als
1.7068,cf-als
