length,approach
8.8799,cf-cvx
9.2431,cf-cvx
5.5109,cf-cvx
9.046,cf-cvx
43.6128,cf-cvx
9.7415,cf-cvx
3.9651,cf-cvx
8.267,cf-cvx
8.444,cf-cvx
27.8248,cf-cvx
5.0399,cf-cvx
13.2622,cf-cvx
8.7261,cf-cvx
21.4639,cf-cvx
9.5121,cf-cvx
19.3359,cf-cvx
9.6223,cf-cvx
9.3667,cf-cvx
7.5253,cf-cvx
8.8462,cf-cvx
8.7068,cf-cvx
4.1422,cf-cvx
8.1851,cf-cvx
14.9895,cf-cvx
8.5919,cf-cvx
9.025,cf-cvx
7.3418,cf-cvx
9.3915,cf-cvx
6.2648,cf-cvx
5.2211,cf-cvx
9.4798,cf-cvx
9.3952,cf-cvx
31.0214,cf-cvx
8.5361,cf-cvx
10.895,cf-cvx
9.4293,cf-cvx
21.6827,cf-cvx
8.8989,cf-cvx
10.5933,cf-cvx
8.8956,cf-cvx
6.4877,cf-cvx
8.8667,cf-cvx
12.1765,cf-cvx
9.6255,cf-cvx
5.5654,cf-cvx
8.5631,cf-cvx
9.3612,cf-cvx
5.4625,cf-cvx
7.15,cf-cvx
9.481,cf-cvx
9.404,cf-cvx
8.0756,cf-cvx
4.3921,cf-cvx
5.3785,cf-cvx
8.7486,cf-cvx
7.5328,cf-cvx
7.9535,cf-cvx
5.6479,cf-cvx
9.5025,cf-cvx
9.2511,cf-cvx
11.7719,cf-cvx
8.2184,cf-cvx
9.5951,cf-cvx
7.8458,cf-cvx
9.6563,cf-cvx
9.1958,cf-cvx
9.4619,cf-cvx
9.784,cf-cvx
24.8557,cf-cvx
9.3358,cf-cvx
9.2337,cf-cvx
4.1305,cf-cvx
6.1257,cf-cvx
7.4576,cf-cvx
5.1111,cf-cvx
9.4308,cf-cvx
8.9787,cf-cvx
5.8028,cf-cvx
12.318,cf-cvx
4.6625,cf-cvx
8.9741,cf-cvx
7.2773,cf-cvx
9.1843,cf-cvx
14.2249,cf-cvx
8.5261,cf-cvx
8.6205,cf-cvx
4.643,cf-cvx
7.8483,cf-cvx
8.8259,cf-cvx
8.2999,cf-cvx
8.4265,cf-cvx
11.3303,cf-cvx
7.4877,cf-cvx
9.51,cf-cvx
11.8819,cf-cvx
8.4179,cf-cvx
9.8054,cf-cvx
6.082,cf-cvx
9.5376,cf-cvx
15.2716,cf-cvx
9.524,cf-als
4.7564,cf-als
4.7539,cf-als
5.2646,cf-als
5.3446,cf-als
7.4176,cf-als
4.2769,cf-als
4.6217,cf-als
4.3463,cf-als
4.6799,cf-als
4.5202,cf-als
5.1348,cf-als
4.6102,cf-als
4.9573,cf-als
7.1595,cf-als
4.7318,cf-als
7.1517,cf-als
5.6499,cf-als
4.6177,cf-als
5.1405,cf-als
9.1032,cf-als
4.6461,cf-als
7.3555,cf-als
7.3183,cf-als
4.9137,cf-als
5.2273,cf-als
4.5075,cf-als
5.9719,cf-als
4.983,cf-als
4.5889,cf-als
6.8926,cf-als
6.4291,cf-als
4.4375,cf-als
5.2663,cf-als
6.5618,cf-als
6.814,cf-als
5.9289,cf-als
4.7418,cf-als
6.6517,cf-als
4.3598,cf-als
4.8186,cf-als
4.4204,cf-als
4.8905,cf-als
7.1217,cf-als
4.8011,cf-als
5.0258,cf-als
6.7144,cf-als
4.4837,cf-als
5.4307,cf-als
6.5123,cf-als
4.5708,cf-als
5.9038,cf-als
4.683,cf-als
4.6088,cf-als
4.4351,cf-als
4.5193,cf-als
5.6405,cf-als
3.8594,cf-als
6.2548,cf-als
6.0896,cf-als
4.3535,cf-als
4.5594,cf-als
4.7734,cf-als
4.0513,cf-als
4.7836,cf-als
6.2426,cf-als
5.785,cf-als
5.4511,cf-als
7.0266,cf-als
8.3833,cf-als
6.3564,cf-als
3.9782,cf-als
5.7795,cf-als
4.3628,cf-als
5.7794,cf-als
6.3494,cf-als
5.7968,cf-als
4.4994,cf-als
4.7365,cf-als
4.0353,cf-als
5.661,cf-als
6.9448,cf-als
4.1077,cf-als
4.6528,cf-als
3.913,cf-als
4.891,cf-als
5.5499,cf-als
4.2471,cf-als
6.6548,cf-als
4.6132,cf-als
5.1245,cf-als
5.5045,cf-als
4.9077,cf-als
7.7085,cf-als
4.7475,cf-als
5.2477,cf-als
4.3861,cf-als
4.577,cf-als
6.791,cf-als
5.9403,cf-als
52.4574,cvx
15.7486,cvx
14.4222,cvx
15.1533,cvx
71.8594,cvx
16.1761,cvx
11.2284,cvx
15.1307,cvx
15.0213,cvx
33.927,cvx
14.3744,cvx
18.8459,cvx
13.5821,cvx
37.1982,cvx
15.188,cvx
46.5978,cvx
16.9964,cvx
14.5612,cvx
13.8546,cvx
14.6308,cvx
17.7617,cvx
12.5649,cvx
15.3399,cvx
24.2311,cvx
14.9541,cvx
15.1197,cvx
13.8861,cvx
30.3089,cvx
14.5778,cvx
12.7,cvx
16.6833,cvx
14.9878,cvx
61.8161,cvx
15.3798,cvx
23.5204,cvx
15.1968,cvx
27.3632,cvx
15.1512,cvx
20.7282,cvx
15.4431,cvx
13.7931,cvx
14.6363,cvx
23.3227,cvx
16.261,cvx
14.1618,cvx
14.5885,cvx
15.6764,cvx
13.8991,cvx
14.6958,cvx
29.8155,cvx
15.4039,cvx
13.7071,cvx
12.5937,cvx
14.8867,cvx
15.0591,cvx
15.4969,cvx
16.5722,cvx
12.2833,cvx
17.3111,cvx
14.9031,cvx
13.2153,cvx
14.7519,cvx
13.2826,cvx
13.9039,cvx
15.5848,cvx
14.488,cvx
16.8149,cvx
14.1621,cvx
40.4262,cvx
17.2629,cvx
15.0128,cvx
11.7318,cvx
14.6151,cvx
13.9808,cvx
14.7987,cvx
14.7318,cvx
16.8651,cvx
14.7259,cvx
22.4834,cvx
12.4602,cvx
15.1908,cvx
15.0603,cvx
12.1071,cvx
25.86,cvx
12.5867,cvx
13.5839,cvx
18.7222,cvx
14.2237,cvx
17.0299,cvx
15.0834,cvx
15.3982,cvx
23.3715,cvx
14.8009,cvx
16.8135,cvx
17.6513,cvx
13.7602,cvx
21.2801,cvx
14.5817,cvx
15.463,cvx
28.9846,cvx
14.0445,als
12.3669,als
11.4274,als
12.0531,als
11.3142,als
11.4642,als
9.5194,als
11.8047,als
11.7408,als
11.1373,als
11.3274,als
11.5307,als
10.95,als
10.5545,als
11.6201,als
12.0568,als
11.9221,als
11.8005,als
11.0129,als
10.975,als
13.3843,als
10.4903,als
11.1472,als
11.7184,als
12.0531,als
11.7825,als
10.3156,als
11.1962,als
12.1146,als
10.3419,als
12.4591,als
12.5397,als
12.7087,als
11.7995,als
13.311,als
11.612,als
10.5548,als
11.7315,als
12.6429,als
11.4248,als
10.7173,als
10.7677,als
10.9716,als
12.8004,als
11.736,als
11.8225,als
12.1274,als
11.4526,als
11.4194,als
14.9916,als
11.089,als
10.5597,als
10.6154,als
12.168,als
11.9225,als
11.8009,als
12.3451,als
10.164,als
13.3959,als
12.1295,als
10.4622,als
11.6377,als
11.4709,als
10.6708,als
11.8377,als
10.8824,als
12.8221,als
11.7768,als
12.7881,als
13.324,als
11.5872,als
10.4478,als
11.5411,als
11.0225,als
11.5283,als
12.4394,als
12.2207,als
11.7662,als
11.398,als
9.7246,als
12.5604,als
12.4637,als
10.0567,als
11.2814,als
10.3576,als
11.8122,als
10.3257,als
10.5064,als
12.7281,als
12.2536,als
12.6354,als
10.9471,als
11.8876,als
12.8165,als
10.7758,als
11.1537,als
10.0708,als
11.4946,als
11.8922,als
11.9443,als
