length,approach
11.572,cf-cvx
11.4064,cf-cvx
11.5861,cf-cvx
11.7382,cf-cvx
11.8392,cf-cvx
11.5544,cf-cvx
11.8271,cf-cvx
11.3809,cf-cvx
11.5738,cf-cvx
11.5968,cf-cvx
11.7681,cf-cvx
11.755,cf-cvx
11.5557,cf-cvx
11.7717,cf-cvx
11.8589,cf-cvx
11.6083,cf-cvx
11.949,cf-cvx
11.5305,cf-cvx
11.8739,cf-cvx
11.9321,cf-cvx
11.7264,cf-cvx
11.8303,cf-cvx
11.4975,cf-cvx
11.5992,cf-cvx
11.5491,cf-cvx
11.4592,cf-cvx
11.4684,cf-cvx
11.4738,cf-cvx
11.7401,cf-cvx
11.5546,cf-cvx
11.2787,cf-cvx
11.6134,cf-cvx
11.5635,cf-cvx
11.5355,cf-cvx
11.6462,cf-cvx
11.5366,cf-cvx
11.8651,cf-cvx
11.8563,cf-cvx
11.865,cf-cvx
11.7003,cf-cvx
11.4998,cf-cvx
11.4374,cf-cvx
11.9967,cf-cvx
11.6238,cf-cvx
12.0841,cf-cvx
12.2009,cf-cvx
11.8037,cf-cvx
11.6558,cf-cvx
11.7042,cf-cvx
11.3145,cf-cvx
11.5475,cf-cvx
11.7456,cf-cvx
11.6778,cf-cvx
12.2016,cf-cvx
12.2354,cf-cvx
11.7978,cf-cvx
11.8117,cf-cvx
11.7803,cf-cvx
11.5313,cf-cvx
11.4855,cf-cvx
11.5186,cf-cvx
11.8544,cf-cvx
11.7266,cf-cvx
11.5712,cf-cvx
11.5403,cf-cvx
12.3115,cf-cvx
11.7398,cf-cvx
11.553,cf-cvx
11.5954,cf-cvx
11.1847,cf-cvx
11.6991,cf-cvx
12.5838,cf-cvx
11.814,cf-cvx
11.7603,cf-cvx
11.4759,cf-cvx
11.7643,cf-cvx
11.3718,cf-cvx
11.5607,cf-cvx
11.8709,cf-cvx
11.5247,cf-cvx
11.5557,cf-cvx
11.5458,cf-cvx
11.5759,cf-cvx
11.7476,cf-cvx
11.9749,cf-cvx
11.5599,cf-cvx
11.9974,cf-cvx
11.5538,cf-cvx
11.6508,cf-cvx
11.5564,cf-cvx
11.7729,cf-cvx
11.4431,cf-cvx
11.6404,cf-cvx
11.651,cf-cvx
11.7442,cf-cvx
11.5839,cf-cvx
11.6243,cf-cvx
11.5631,cf-cvx
11.6245,cf-cvx
11.6657,cf-cvx
2.1777,cf-als
2.1651,cf-als
2.1583,cf-als
2.1569,cf-als
2.1648,cf-als
2.1456,cf-als
2.1469,cf-als
2.1421,cf-als
2.1751,cf-als
2.1397,cf-als
2.1686,cf-als
2.1049,cf-als
2.154,cf-als
2.142,cf-als
2.1495,cf-als
2.1508,cf-als
2.1343,cf-als
2.172,cf-als
2.1852,cf-als
2.1846,cf-als
2.1468,cf-als
2.152,cf-als
2.1451,cf-als
2.1608,cf-als
2.1464,cf-als
2.1366,cf-als
2.1525,cf-als
2.1638,cf-als
2.1479,cf-als
2.1471,cf-als
2.166,cf-als
2.1664,cf-als
2.1564,cf-als
2.1252,cf-als
2.1558,cf-als
2.1372,cf-als
2.1637,cf-als
2.1336,cf-als
2.1802,cf-als
2.1458,cf-als
2.1692,cf-als
2.1236,cf-als
2.1686,cf-als
2.1642,cf-als
2.1781,cf-als
2.1859,cf-als
2.1649,cf-als
2.16,cf-als
2.1402,cf-als
2.1477,cf-als
2.1505,cf-als
2.1631,cf-als
2.1625,cf-als
2.191,cf-als
2.1631,cf-als
2.1168,cf-als
2.1267,cf-als
2.1309,cf-als
2.1545,cf-als
2.1672,cf-als
2.1802,cf-als
2.1734,cf-als
2.1573,cf-als
2.1331,cf-als
2.1448,cf-als
2.1411,cf-als
2.1437,cf-als
2.1689,cf-als
2.1553,cf-als
2.1336,cf-als
2.1901,cf-als
2.1678,cf-als
2.1487,cf-als
2.1528,cf-als
2.1577,cf-als
2.1279,cf-als
2.1716,cf-als
2.1615,cf-als
2.1659,cf-als
2.1538,cf-als
2.1595,cf-als
2.1552,cf-als
2.138,cf-als
2.151,cf-als
2.176,cf-als
2.1283,cf-als
2.1296,cf-als
2.1703,cf-als
2.1552,cf-als
