length,approach
3.7747,cf-cvx
4.6483,cf-cvx
4.2944,cf-cvx
4.2197,cf-cvx
4.2237,cf-cvx
4.3255,cf-cvx
4.4004,cf-cvx
4.3213,cf-cvx
4.2857,cf-cvx
4.395,cf-cvx
4.1208,cf-cvx
4.4564,cf-cvx
4.1439,cf-cvx
4.0747,cf-cvx
4.1287,cf-cvx
4.1378,cf-cvx
4.2647,cf-cvx
4.0237,cf-cvx
3.9068,cf-cvx
4.2099,cf-cvx
3.9148,cf-cvx
4.2618,cf-cvx
3.9576,cf-cvx
4.2445,cf-cvx
4.1208,cf-cvx
3.9465,cf-cvx
4.3404,cf-cvx
4.2043,cf-cvx
4.3195,cf-cvx
4.0941,cf-cvx
4.1262,cf-cvx
4.0292,cf-cvx
4.1552,cf-cvx
4.2877,cf-cvx
4.3052,cf-cvx
4.1484,cf-cvx
4.2467,cf-cvx
4.4682,cf-cvx
4.2308,cf-cvx
4.1068,cf-cvx
4.1378,cf-cvx
4.2115,cf-cvx
4.2257,cf-cvx
4.3731,cf-cvx
4.2723,cf-cvx
4.2341,cf-cvx
4.2357,cf-cvx
4.3992,cf-cvx
4.2036,cf-cvx
4.4743,cf-cvx
4.2439,cf-cvx
4.1864,cf-cvx
4.3198,cf-cvx
4.4261,cf-cvx
4.0659,cf-cvx
4.2348,cf-cvx
4.0325,cf-cvx
4.5446,cf-cvx
4.4058,cf-cvx
3.9398,cf-cvx
4.1772,cf-cvx
4.1322,cf-cvx
3.8535,cf-cvx
3.8203,cf-cvx
4.2735,cf-cvx
4.0877,cf-cvx
3.9622,cf-cvx
3.9595,cf-cvx
4.0887,cf-cvx
4.4494,cf-cvx
4.0693,cf-cvx
4.4517,cf-cvx
4.2289,cf-cvx
3.666,cf-cvx
3.9382,cf-cvx
4.2828,cf-cvx
4.2702,cf-cvx
4.2129,cf-cvx
4.2725,cf-cvx
4.1326,cf-cvx
4.2355,cf-cvx
4.0528,cf-cvx
4.006,cf-cvx
4.1886,cf-cvx
4.399,cf-cvx
4.1223,cf-cvx
4.1038,cf-cvx
4.3245,cf-cvx
4.1082,cf-cvx
4.0899,cf-cvx
4.0576,cf-cvx
4.1002,cf-cvx
4.6126,cf-cvx
4.0575,cf-cvx
4.2503,cf-cvx
4.1736,cf-cvx
4.2946,cf-cvx
4.1193,cf-cvx
4.0779,cf-cvx
4.2402,cf-cvx
1.8653,cf-als
1.8717,cf-als
1.85,cf-als
1.8675,cf-als
1.8557,cf-als
1.8386,cf-als
1.8646,cf-als
1.8547,cf-als
1.8231,cf-als
1.8478,cf-als
1.8451,cf-als
1.8548,cf-als
1.8639,cf-als
1.8664,cf-als
1.8651,cf-als
1.8358,cf-als
1.8652,cf-als
1.8344,cf-als
1.8389,cf-als
1.8528,cf-als
1.8603,cf-als
1.8601,cf-als
1.8674,cf-als
1.8438,cf-als
1.8542,cf-als
1.8537,cf-als
1.8317,cf-als
1.8662,cf-als
1.8611,cf-als
1.8848,cf-als
1.8604,cf-als
1.8852,cf-als
1.8623,cf-als
1.8338,cf-als
1.8684,cf-als
1.85,cf-als
1.8548,cf-als
1.8536,cf-als
1.8589,cf-als
1.855,cf-als
1.8567,cf-als
1.8507,cf-als
1.855,cf-als
1.8599,cf-als
1.8485,cf-als
1.8329,cf-als
1.8598,cf-als
1.8487,cf-als
1.8506,cf-als
1.8689,cf-als
1.8451,cf-als
1.8512,cf-als
1.8454,cf-als
1.8566,cf-als
1.8511,cf-als
1.8658,cf-als
1.8471,cf-als
1.8424,cf-als
1.8648,cf-als
1.8634,cf-als
1.8402,cf-als
1.8761,cf-als
1.8525,cf-als
1.8558,cf-als
1.8524,cf-als
1.8694,cf-als
1.864,cf-als
1.8738,cf-als
1.863,cf-als
1.8528,cf-als
1.8396,cf-als
1.8432,cf-als
1.8551,cf-als
1.8654,cf-als
1.8524,cf-als
1.8779,cf-als
1.8583,cf-als
1.8432,cf-als
1.837,cf-als
1.875,cf-als
1.8552,cf-als
1.8536,cf-als
1.8436,cf-als
1.8537,cf-als
1.849,cf-als
1.8427,cf-als
1.862,cf-als
1.8515,cf-als
1.8359,cf-als
1.8602,cf-als
1.855,cf-als
1.8516,cf-als
1.8435,cf-als
1.8489,cf-als
1.8559,cf-als
1.8376,cf-als
1.8405,cf-als
1.8416,cf-als
1.8703,cf-als
1.8508,cf-als
5.8271,cvx
5.7889,cvx
5.8235,cvx
5.6812,cvx
5.6469,cvx
5.6857,cvx
5.7167,cvx
5.7068,cvx
5.7339,cvx
5.6068,cvx
5.8096,cvx
5.6997,cvx
5.9007,cvx
5.7402,cvx
5.7673,cvx
5.6312,cvx
5.6972,cvx
5.7386,cvx
5.7593,cvx
5.8031,cvx
