length,approach
25.2847,cf-cvx
25.3801,cf-cvx
25.6025,cf-cvx
25.96,cf-cvx
26.7646,cf-cvx
25.6982,cf-cvx
24.5992,cf-cvx
26.191,cf-cvx
25.584,cf-cvx
25.6605,cf-cvx
25.7007,cf-cvx
25.6786,cf-cvx
25.1728,cf-cvx
25.2214,cf-cvx
26.2339,cf-cvx
24.8741,cf-cvx
25.4644,cf-cvx
25.7333,cf-cvx
24.6542,cf-cvx
25.347,cf-cvx
26.114,cf-cvx
26.1858,cf-cvx
25.8105,cf-cvx
26.5425,cf-cvx
26.3175,cf-cvx
24.3224,cf-cvx
24.9032,cf-cvx
24.5417,cf-cvx
25.8495,cf-cvx
26.1486,cf-cvx
26.021,cf-cvx
24.509,cf-cvx
25.5347,cf-cvx
26.147,cf-cvx
25.9362,cf-cvx
25.7699,cf-cvx
25.8238,cf-cvx
25.5354,cf-cvx
25.2681,cf-cvx
25.2503,cf-cvx
24.9523,cf-cvx
26.5237,cf-cvx
25.3132,cf-cvx
25.4742,cf-cvx
26.0466,cf-cvx
24.8837,cf-cvx
26.2284,cf-cvx
25.8024,cf-cvx
24.9312,cf-cvx
26.8785,cf-cvx
26.0503,cf-cvx
25.3875,cf-cvx
25.5409,cf-cvx
25.7579,cf-cvx
25.0957,cf-cvx
25.851,cf-cvx
25.1451,cf-cvx
25.2916,cf-cvx
25.9566,cf-cvx
26.0999,cf-cvx
26.2387,cf-cvx
24.7727,cf-cvx
25.4723,cf-cvx
25.1478,cf-cvx
24.726,cf-cvx
25.8129,cf-cvx
24.9811,cf-cvx
25.6134,cf-cvx
25.4038,cf-cvx
24.4851,cf-cvx
24.7878,cf-cvx
26.8896,cf-cvx
25.6081,cf-cvx
25.503,cf-cvx
25.197,cf-cvx
24.9527,cf-cvx
24.7323,cf-cvx
26.9813,cf-cvx
25.5063,cf-cvx
25.1051,cf-cvx
26.2094,cf-cvx
25.3175,cf-cvx
25.8768,cf-cvx
27.2134,cf-cvx
25.0914,cf-cvx
25.5599,cf-cvx
25.4946,cf-cvx
25.5969,cf-cvx
25.445,cf-cvx
26.6224,cf-cvx
25.8148,cf-cvx
