length,approach
4.0256,cf*-cvx
3.8766,cf*-cvx
3.9181,cf*-cvx
3.8915,cf*-cvx
3.9406,cf*-cvx
3.9683,cf*-cvx
3.9204,cf*-cvx
3.9037,cf*-cvx
3.9137,cf*-cvx
3.9187,cf*-cvx
3.9486,cf*-cvx
3.9041,cf*-cvx
3.9709,cf*-cvx
3.9684,cf*-cvx
3.9192,cf*-cvx
3.9329,cf*-cvx
3.9153,cf*-cvx
3.9275,cf*-cvx
3.8899,cf*-cvx
3.9591,cf*-cvx
3.9257,cf*-cvx
3.9235,cf*-cvx
3.9002,cf*-cvx
4.0108,cf*-cvx
4.0107,cf*-cvx
3.8802,cf*-cvx
3.932,cf*-cvx
3.897,cf*-cvx
3.9416,cf*-cvx
3.9138,cf*-cvx
3.9385,cf*-cvx
4.0932,cf*-cvx
3.9103,cf*-cvx
3.9563,cf*-cvx
3.9693,cf*-cvx
3.9751,cf*-cvx
3.9143,cf*-cvx
4.0148,cf*-cvx
3.9455,cf*-cvx
3.8934,cf*-cvx
3.9452,cf*-cvx
3.952,cf*-cvx
3.9988,cf*-cvx
4.0028,cf*-cvx
3.96,cf*-cvx
3.9448,cf*-cvx
3.8506,cf*-cvx
3.8909,cf*-cvx
3.9813,cf*-cvx
3.9272,cf*-cvx
3.8737,cf*-cvx
3.9746,cf*-cvx
3.9182,cf*-cvx
3.8667,cf*-cvx
3.9533,cf*-cvx
3.8771,cf*-cvx
3.9329,cf*-cvx
3.8777,cf*-cvx
3.9148,cf*-cvx
3.9683,cf*-cvx
3.8968,cf*-cvx
3.9006,cf*-cvx
3.8796,cf*-cvx
3.9883,cf*-cvx
3.9559,cf*-cvx
3.9677,cf*-cvx
3.932,cf*-cvx
3.9273,cf*-cvx
3.9477,cf*-cvx
3.9538,cf*-cvx
4.0037,cf*-cvx
3.99,cf*-cvx
3.8877,cf*-cvx
3.9858,cf*-cvx
3.9124,cf*-cvx
4.0647,cf*-cvx
3.9465,cf*-cvx
3.974,cf*-cvx
4.0489,cf*-cvx
3.9555,cf*-cvx
3.9589,cf*-cvx
3.9575,cf*-cvx
3.9467,cf*-cvx
3.9383,cf*-cvx
3.9599,cf*-cvx
3.8837,cf*-cvx
3.9244,cf*-cvx
3.9578,cf*-cvx
3.9071,cf*-cvx
3.9502,cf*-cvx
3.9552,cf*-cvx
4.0049,cf*-cvx
4.0008,cf*-cvx
3.9547,cf*-cvx
3.9521,cf*-cvx
3.9377,cf*-cvx
4.0132,cf*-cvx
3.8909,cf*-cvx
3.9082,cf*-cvx
3.9665,cf*-cvx
4.2253,cf*-als
4.2197,cf*-als
4.1537,cf*-als
4.2216,cf*-als
4.1938,cf*-als
4.1893,cf*-als
4.1623,cf*-als
4.1809,cf*-als
