length,approach
2.1157,cf-als
2.1719,cf-als
2.1303,cf-als
2.1559,cf-als
2.1528,cf-als
2.1493,cf-als
2.1494,cf-als
2.1447,cf-als
2.1551,cf-als
2.1334,cf-als
2.1668,cf-als
2.1522,cf-als
2.1548,cf-als
2.1563,cf-als
2.1701,cf-als
2.1497,cf-als
2.1338,cf-als
2.148,cf-als
2.1217,cf-als
2.1541,cf-als
2.1929,cf-als
2.1525,cf-als
2.1377,cf-als
2.1663,cf-als
2.1544,cf-als
2.16,cf-als
2.1731,cf-als
2.1357,cf-als
2.1527,cf-als
2.1684,cf-als
2.1416,cf-als
2.1681,cf-als
2.1141,cf-als
2.1712,cf-als
2.1521,cf-als
2.1798,cf-als
2.1151,cf-als
2.1768,cf-als
2.139,cf-als
2.1742,cf-als
2.148,cf-als
2.1806,cf-als
2.1188,cf-als
2.1749,cf-als
2.1415,cf-als
2.1671,cf-als
2.1589,cf-als
2.1634,cf-als
2.1487,cf-als
2.1447,cf-als
2.1492,cf-als
2.155,cf-als
2.1709,cf-als
2.148,cf-als
2.1521,cf-als
2.191,cf-als
2.1659,cf-als
2.1635,cf-als
2.154,cf-als
2.1635,cf-als
2.1628,cf-als
2.1691,cf-als
2.1734,cf-als
2.1522,cf-als
2.1295,cf-als
2.1136,cf-als
2.1167,cf-als
2.1161,cf-als
2.1632,cf-als
2.1435,cf-als
2.1301,cf-als
2.1301,cf-als
2.1247,cf-als
2.1882,cf-als
2.1608,cf-als
2.1587,cf-als
2.1607,cf-als
2.1496,cf-als
2.1595,cf-als
2.1561,cf-als
2.1511,cf-als
2.1382,cf-als
2.1397,cf-als
2.1559,cf-als
2.1872,cf-als
2.1724,cf-als
2.1731,cf-als
2.1658,cf-als
2.168,cf-als
2.1392,cf-als
2.1355,cf-als
2.1068,cf-als
2.1498,cf-als
2.1447,cf-als
2.1626,cf-als
2.1249,cf-als
2.1525,cf-als
2.163,cf-als
2.1421,cf-als
2.1812,cf-als
1.3801,als
1.3847,als
1.3797,als
1.3918,als
1.3789,als
1.3869,als
1.3822,als
1.3796,als
1.3931,als
1.3854,als
1.3868,als
1.3907,als
1.3864,als
1.3921,als
1.3934,als
1.3885,als
1.3826,als
1.3789,als
1.3807,als
1.3858,als
1.3779,als
1.3874,als
1.3754,als
1.3848,als
1.3829,als
1.3956,als
1.3786,als
1.3872,als
1.3905,als
1.388,als
1.4,als
1.3894,als
1.387,als
1.3882,als
1.3937,als
1.3911,als
1.377,als
1.3895,als
1.3839,als
1.3915,als
1.3976,als
1.3808,als
1.3869,als
1.3814,als
1.3918,als
1.3894,als
1.3815,als
1.3945,als
1.3854,als
1.4016,als
1.3886,als
1.3915,als
1.3863,als
1.3816,als
1.3944,als
1.3857,als
1.3778,als
1.3932,als
1.384,als
1.3821,als
1.3895,als
1.3918,als
1.3898,als
1.3862,als
1.3775,als
1.3806,als
1.3826,als
1.3809,als
1.3819,als
1.3915,als
1.3776,als
1.3839,als
1.3858,als
1.3885,als
1.3805,als
1.3957,als
1.3904,als
1.3771,als
1.3824,als
1.3819,als
1.3782,als
1.384,als
1.3807,als
1.3915,als
1.3912,als
1.3813,als
1.3855,als
1.3751,als
1.3725,als
1.3752,als
1.3914,als
1.3879,als
1.3911,als
1.3913,als
1.383,als
1.3762,als
1.3884,als
1.3823,als
1.3843,als
1.3908,als
