coverage,approach
0.8988377868282508,cf-als
0.9000639846436855,cf-als
0.8999920201093246,cf-als
0.8994347338037203,cf-als
0.9010299775569093,cf-als
0.8978121288972083,cf-als
0.8995571940932497,cf-als
0.9032342622091382,cf-als
0.8998082071362928,cf-als
0.9026709834075273,cf-als
0.9017268257584843,cf-als
0.9010195327307915,cf-als
0.9006359300476947,cf-als
0.9005922587592479,cf-als
0.9040377661711531,cf-als
0.8959985616397307,cf-als
0.896935377744103,cf-als
0.8984373440836609,cf-als
0.8965599760693987,cf-als
0.9013375579040247,cf-als
0.8998579403349407,cf-als
0.8960994548490274,cf-als
0.8973488102611232,cf-als
0.8994483147424798,cf-als
0.9015181942324685,cf-als
0.9019231538123226,cf-als
0.9002762320349094,cf-als
0.8994153920076879,cf-als
0.9001397763578275,cf-als
0.8984464267815977,cf-als
0.899755648133312,cf-als
0.8987585874412438,cf-als
0.899776527395347,cf-als
0.8966078206904863,cf-als
0.9010806150885142,cf-als
0.901134328358209,cf-als
0.9029552876668145,cf-als
0.904482497106135,cf-als
0.9024213950126491,cf-als
0.9031605916851818,cf-als
0.8988101209944419,cf-als
0.9003594249201278,cf-als
0.8993894505054549,cf-als
0.8985117734365599,cf-als
0.9007189934092271,cf-als
0.8984987990392314,cf-als
0.8976985686219477,cf-als
0.8984676243182227,cf-als
0.899599525064901,cf-als
0.9040573550731833,cf-als
0.8965593295103661,cf-als
0.8978596096699061,cf-als
0.8978951366262219,cf-als
0.8985466573118172,cf-als
0.9034214463840399,cf-als
0.9004304735208729,cf-als
0.8987076774427312,cf-als
0.9030127531287808,cf-als
0.9004789888906778,cf-als
0.904807673054204,cf-als
0.9001012286377801,cf-als
0.9025571522532039,cf-als
0.8994254599323364,cf-als
0.9006411540773392,cf-als
0.903330445469748,cf-als
0.8960684309867074,cf-als
0.8995810055865922,cf-als
0.90548249564643,cf-als
0.9014284004309141,cf-als
0.8997529475565911,cf-als
0.9016076657967608,cf-als
0.8984685422199149,cf-als
0.899068663622041,cf-als
0.8998865965023974,cf-als
0.9005372065260645,cf-als
0.902632678646051,cf-als
0.8992679885774042,cf-als
0.8984771573604061,cf-als
0.9016409786054673,cf-als
0.8997437540038437,cf-als
0.9000797766254487,cf-als
0.9007079361248542,cf-als
0.8983936792585593,cf-als
0.8991886450172438,cf-als
0.9017040898155574,cf-als
0.8961199752381332,cf-als
0.9003816107570278,cf-als
0.8981946138312974,cf-als
0.9053200183380175,cf-als
0.9007397041183527,cf-als
0.8970071827613727,cf-als
0.8988019986755764,cf-als
0.8985921118322516,cf-als
0.9004232613187299,cf-als
0.8987748942676171,cf-als
0.9002562665171778,cf-als
0.9005672738894216,cf-als
0.8990787269681743,cf-als
0.9012536665729095,cf-als
0.9010914460163219,cf-als
0.9788417602066157,als
0.976785571462849,als
0.975800981526553,als
0.9764472418216805,als
0.9735091375440846,als
0.9775174607008433,als
0.9821074355326694,als
0.9784449731822398,als
0.9944659767451153,als
0.9730675839740995,als
0.9744573689890874,als
0.9719877895492908,als
0.9753179650238474,als
0.9749735776816161,als
0.9836078746484532,als
0.9776454841480712,als
0.9715869439515084,als
0.9855309637376015,als
0.9718616013560674,als
0.993502717227826,als
0.9785509914163949,als
0.9806883788296353,als
0.9890116476534873,als
0.9724560061208876,als
0.9768656116957185,als
0.9743312942305385,als
0.9838864646302894,als
0.9758949307279571,als
0.9783546325878594,als
0.9971734990478099,als
0.975664957538856,als
0.9963440601020449,als
0.9815036513827368,als
0.9792934466068165,als
0.9873894825477656,als
0.9713830845771144,als
0.9702858525178406,als
0.9965672773719714,als
0.9729349877524797,als
0.9753197622050082,als
0.9715071131889961,als
0.9743210862619809,als
0.9667100390351316,als
0.9763327851097116,als
0.9743359296984222,als
0.9840472377902322,als
0.9780682410488754,als
0.9793618764110044,als
0.9755287677849107,als
0.9715409210970548,als
0.969442996350804,als
0.9776925548148743,als
0.9777919923241449,als
0.9820186428786208,als
0.9947730673316708,als
0.9739913905295825,als
0.9773541607955232,als
0.9731450445268649,als
0.9825108678151666,als
0.9774133477503454,als
0.9719537127091562,als
0.9956151715065872,als
0.9936139971573279,als
0.9760168302945301,als
0.988455261620293,als
0.9834544797397695,als
0.976755786113328,als
0.9778818631277648,als
0.9862346885847664,als
0.9841324040412156,als
0.9819909556347989,als
0.9767186470459038,als
0.9755100412819336,als
0.9809601496130355,als
0.9734182252288102,als
0.981871729051002,als
0.9753650002011021,als
0.9830068210659898,als
0.9770901042809005,als
0.9767376681614349,als
0.9811328280813721,als
0.9813161176139334,als
0.9864498100158823,als
0.9782907720830094,als
0.9823376102646352,als
0.982706631787048,als
0.9787616631036343,als
0.98320571005858,als
0.9845522135183081,als
0.9769492203118753,als
0.9963288108539505,als
0.9758995043445107,als
0.9809485771342985,als
0.9830294276945297,als
0.9691638703016103,als
0.9751141186834308,als
0.9711169702780441,als
0.9913854989231874,als
0.9772170209346245,als
0.9791687451363809,als
