length,approach
4.7163,cf*-cvx
4.6949,cf*-cvx
4.9828,cf*-cvx
5.0928,cf*-cvx
4.7394,cf*-cvx
4.8745,cf*-cvx
4.6291,cf*-cvx
4.8686,cf*-cvx
4.8242,cf*-cvx
4.8452,cf*-cvx
4.8503,cf*-cvx
4.8023,cf*-cvx
4.7539,cf*-cvx
4.7901,cf*-cvx
4.6251,cf*-cvx
4.8432,cf*-cvx
4.8404,cf*-cvx
5.032,cf*-cvx
4.8527,cf*-cvx
4.7768,cf*-cvx
4.847,cf*-cvx
4.8592,cf*-cvx
4.8642,cf*-cvx
4.7113,cf*-cvx
4.8869,cf*-cvx
4.6163,cf*-cvx
4.8624,cf*-cvx
4.8101,cf*-cvx
4.8733,cf*-cvx
4.8903,cf*-cvx
4.7554,cf*-cvx
4.813,cf*-cvx
4.8114,cf*-cvx
4.8953,cf*-cvx
4.8709,cf*-cvx
4.8308,cf*-cvx
4.6801,cf*-cvx
4.7104,cf*-cvx
4.7153,cf*-cvx
4.7972,cf*-cvx
4.7952,cf*-cvx
4.8499,cf*-cvx
4.8634,cf*-cvx
4.8161,cf*-cvx
4.8935,cf*-cvx
4.7756,cf*-cvx
4.6616,cf*-cvx
4.7882,cf*-cvx
4.8283,cf*-cvx
4.7459,cf*-cvx
4.7417,cf*-cvx
4.7815,cf*-cvx
4.8298,cf*-cvx
4.8027,cf*-cvx
4.6828,cf*-cvx
4.6675,cf*-cvx
4.8389,cf*-cvx
4.9031,cf*-cvx
4.8274,cf*-cvx
4.8571,cf*-cvx
4.7953,cf*-cvx
4.8319,cf*-cvx
4.7361,cf*-cvx
4.8065,cf*-cvx
4.9395,cf*-cvx
4.7487,cf*-cvx
4.6408,cf*-cvx
4.8593,cf*-cvx
4.8935,cf*-cvx
4.7748,cf*-cvx
4.862,cf*-cvx
4.81,cf*-cvx
4.9133,cf*-cvx
4.8197,cf*-cvx
4.7515,cf*-cvx
4.7654,cf*-cvx
4.7547,cf*-cvx
4.8236,cf*-cvx
4.7726,cf*-cvx
4.6939,cf*-cvx
4.8145,cf*-cvx
4.7882,cf*-cvx
4.7158,cf*-cvx
4.7886,cf*-cvx
4.9861,cf*-cvx
4.8075,cf*-cvx
4.8873,cf*-cvx
4.8571,cf*-cvx
4.8482,cf*-cvx
4.7262,cf*-cvx
4.7311,cf*-cvx
4.8107,cf*-cvx
4.7626,cf*-cvx
4.781,cf*-cvx
4.7995,cf*-cvx
4.9297,cf*-cvx
4.9635,cf*-cvx
4.757,cf*-cvx
4.83,cf*-cvx
4.8807,cf*-cvx
5.7575,cf*-als
5.769,cf*-als
6.001,cf*-als
6.0042,cf*-als
5.8322,cf*-als
