length,approach
2.0249,cf-als
2.0006,cf-als
2.0007,cf-als
1.9927,cf-als
1.9924,cf-als
2.0164,cf-als
2.0396,cf-als
1.9938,cf-als
2.0244,cf-als
2.0056,cf-als
1.9869,cf-als
1.9894,cf-als
1.9951,cf-als
2.016,cf-als
1.9932,cf-als
1.9724,cf-als
1.9975,cf-als
2.0091,cf-als
2.0023,cf-als
2.0019,cf-als
2.0179,cf-als
2.0143,cf-als
1.9904,cf-als
2.0012,cf-als
2.0382,cf-als
1.9785,cf-als
1.9758,cf-als
1.9815,cf-als
2.0101,cf-als
1.9857,cf-als
1.9925,cf-als
1.9807,cf-als
1.9562,cf-als
1.9791,cf-als
2.0059,cf-als
2.0037,cf-als
1.9864,cf-als
1.9813,cf-als
1.9766,cf-als
1.9792,cf-als
2.0057,cf-als
2.0014,cf-als
2.0218,cf-als
1.9955,cf-als
1.9877,cf-als
1.9885,cf-als
1.9483,cf-als
1.9924,cf-als
1.9803,cf-als
1.983,cf-als
1.9867,cf-als
1.9896,cf-als
1.9716,cf-als
1.9656,cf-als
1.988,cf-als
1.9957,cf-als
2.034,cf-als
2.018,cf-als
1.9755,cf-als
1.9848,cf-als
1.993,cf-als
1.9851,cf-als
1.985,cf-als
2.0191,cf-als
1.9832,cf-als
2.0249,cf-als
1.9709,cf-als
2.0133,cf-als
2.0213,cf-als
1.9984,cf-als
1.9986,cf-als
1.9452,cf-als
2.006,cf-als
1.9837,cf-als
1.9846,cf-als
1.9856,cf-als
2.0067,cf-als
1.9796,cf-als
1.9862,cf-als
1.9938,cf-als
1.9898,cf-als
2.0145,cf-als
1.9827,cf-als
2.0288,cf-als
1.9959,cf-als
2.0138,cf-als
1.9767,cf-als
1.9655,cf-als
1.9876,cf-als
1.9933,cf-als
1.9849,cf-als
2.0133,cf-als
2.0131,cf-als
1.9794,cf-als
2.012,cf-als
1.9999,cf-als
1.9758,cf-als
1.9967,cf-als
2.0262,cf-als
1.9898,cf-als
2.1219,als
2.141,als
2.1497,als
2.1306,als
2.1128,als
2.1298,als
2.1662,als
2.1238,als
2.1339,als
2.1411,als
2.1243,als
2.1293,als
2.1308,als
2.1378,als
2.1273,als
2.1183,als
2.1442,als
2.1205,als
2.1246,als
2.143,als
2.1279,als
2.1597,als
2.1551,als
2.1405,als
2.1479,als
2.1356,als
2.133,als
2.1278,als
2.1361,als
2.1217,als
2.1307,als
2.1298,als
2.1266,als
2.1167,als
2.119,als
2.1442,als
2.1103,als
2.1182,als
2.1359,als
2.1302,als
2.1398,als
2.1269,als
2.1272,als
2.1168,als
2.1238,als
2.1398,als
2.1508,als
2.1263,als
2.1529,als
2.1238,als
2.1169,als
2.126,als
2.1277,als
2.135,als
2.1559,als
2.1166,als
2.1658,als
2.1391,als
2.104,als
2.1493,als
2.1166,als
2.1356,als
2.1344,als
2.1547,als
2.1215,als
2.1198,als
2.1177,als
2.1398,als
2.1296,als
2.151,als
2.1256,als
2.12,als
2.1406,als
2.1291,als
2.132,als
2.119,als
2.1495,als
2.1258,als
2.1361,als
2.1559,als
2.13,als
2.1389,als
2.1281,als
2.1695,als
2.1456,als
2.1115,als
2.1396,als
2.1436,als
2.1385,als
2.154,als
2.1238,als
2.1673,als
2.1101,als
2.1433,als
2.1117,als
2.115,als
2.1549,als
2.1307,als
2.1399,als
2.1462,als
