length,approach
3.9491,cf*-cvx
3.95,cf*-cvx
3.9899,cf*-cvx
4.0068,cf*-cvx
3.9674,cf*-cvx
3.9736,cf*-cvx
4.0075,cf*-cvx
3.9006,cf*-cvx
3.9093,cf*-cvx
3.8869,cf*-cvx
4.0477,cf*-cvx
3.9556,cf*-cvx
3.9877,cf*-cvx
4.0692,cf*-cvx
3.9583,cf*-cvx
4.0141,cf*-cvx
4.0373,cf*-cvx
4.0355,cf*-cvx
3.9768,cf*-cvx
4.0196,cf*-cvx
3.978,cf*-cvx
3.9416,cf*-cvx
4.0172,cf*-cvx
3.9235,cf*-cvx
4.0386,cf*-cvx
3.9976,cf*-cvx
3.9244,cf*-cvx
3.9342,cf*-cvx
4.0254,cf*-cvx
3.9144,cf*-cvx
3.9922,cf*-cvx
3.9363,cf*-cvx
3.995,cf*-cvx
3.9249,cf*-cvx
3.9603,cf*-cvx
3.9549,cf*-cvx
4.0428,cf*-cvx
3.9246,cf*-cvx
3.9572,cf*-cvx
3.9511,cf*-cvx
3.9562,cf*-cvx
3.9292,cf*-cvx
3.9999,cf*-cvx
3.9401,cf*-cvx
3.9845,cf*-cvx
3.8862,cf*-cvx
4.0247,cf*-cvx
3.9555,cf*-cvx
3.9049,cf*-cvx
3.9393,cf*-cvx
4.0199,cf*-cvx
4.0033,cf*-cvx
3.9774,cf*-cvx
4.0367,cf*-cvx
3.974,cf*-cvx
4.0016,cf*-cvx
3.9202,cf*-cvx
3.9744,cf*-cvx
3.9682,cf*-cvx
4.0121,cf*-cvx
4.0178,cf*-cvx
4.0124,cf*-cvx
3.9088,cf*-cvx
4.0515,cf*-cvx
3.9247,cf*-cvx
3.8654,cf*-cvx
3.8833,cf*-cvx
3.9622,cf*-cvx
3.99,cf*-cvx
3.9209,cf*-cvx
3.9232,cf*-cvx
3.9504,cf*-cvx
4.0085,cf*-cvx
4.0001,cf*-cvx
4.0084,cf*-cvx
3.9252,cf*-cvx
3.9729,cf*-cvx
4.0967,cf*-cvx
3.9972,cf*-cvx
3.9544,cf*-cvx
3.9718,cf*-cvx
3.9049,cf*-cvx
4.0071,cf*-cvx
4.0738,cf*-cvx
3.9222,cf*-cvx
4.0103,cf*-cvx
3.9369,cf*-cvx
3.9451,cf*-cvx
4.0168,cf*-cvx
3.9431,cf*-cvx
4.0483,cf*-cvx
3.9743,cf*-cvx
3.9299,cf*-cvx
3.9376,cf*-cvx
