length,approach
4.0435,cf-cvx
4.1307,cf-cvx
4.1593,cf-cvx
4.0344,cf-cvx
4.1458,cf-cvx
4.0337,cf-cvx
4.0892,cf-cvx
4.0908,cf-cvx
4.1142,cf-cvx
4.0179,cf-cvx
4.0529,cf-cvx
4.0575,cf-cvx
4.1382,cf-cvx
4.1225,cf-cvx
4.0981,cf-cvx
4.1542,cf-cvx
4.0344,cf-cvx
4.0363,cf-cvx
4.0589,cf-cvx
4.1614,cf-cvx
4.0847,cf-cvx
4.1369,cf-cvx
4.0989,cf-cvx
4.0616,cf-cvx
4.0878,cf-cvx
4.1259,cf-cvx
4.0967,cf-cvx
4.1442,cf-cvx
4.0906,cf-cvx
4.0742,cf-cvx
4.0558,cf-cvx
4.1018,cf-cvx
4.1141,cf-cvx
4.0667,cf-cvx
4.11,cf-cvx
4.1927,cf-cvx
4.0816,cf-cvx
4.0903,cf-cvx
4.0713,cf-cvx
4.1755,cf-cvx
4.1005,cf-cvx
4.0839,cf-cvx
4.1621,cf-cvx
4.0662,cf-cvx
4.1038,cf-cvx
4.0505,cf-cvx
4.0638,cf-cvx
4.1496,cf-cvx
4.1098,cf-cvx
4.1342,cf-cvx
4.0762,cf-cvx
4.0918,cf-cvx
4.0556,cf-cvx
4.1021,cf-cvx
4.1134,cf-cvx
4.0303,cf-cvx
4.0887,cf-cvx
4.0833,cf-cvx
4.1057,cf-cvx
4.0617,cf-cvx
4.1367,cf-cvx
4.0968,cf-cvx
3.9973,cf-cvx
3.9812,cf-cvx
4.0934,cf-cvx
4.1147,cf-cvx
4.0088,cf-cvx
4.0743,cf-cvx
4.0304,cf-cvx
4.0645,cf-cvx
4.0509,cf-cvx
4.1331,cf-cvx
4.1067,cf-cvx
4.0849,cf-cvx
4.131,cf-cvx
4.059,cf-cvx
4.0775,cf-cvx
4.0639,cf-cvx
4.0556,cf-cvx
4.0639,cf-cvx
4.0996,cf-cvx
4.081,cf-cvx
4.054,cf-cvx
4.0885,cf-cvx
4.0253,cf-cvx
4.131,cf-cvx
4.0794,cf-cvx
4.0622,cf-cvx
4.0579,cf-cvx
4.0674,cf-cvx
4.0545,cf-cvx
4.045,cf-cvx
4.0768,cf-cvx
4.033,cf-cvx
4.0873,cf-cvx
4.0829,cf-cvx
4.0409,cf-cvx
4.0044,cf-cvx
4.0493,cf-cvx
4.044,cf-cvx
3.6793,cf-als
3.7392,cf-als
3.7219,cf-als
3.6161,cf-als
3.7057,cf-als
3.6466,cf-als
3.6879,cf-als
3.6555,cf-als
3.6918,cf-als
