coverage,approach
0.8979172683803472,cf*-als
0.9011344444090373,cf*-als
0.9019614114486298,cf*-als
0.9014016047936637,cf*-als
0.9001707784450342,cf*-als
0.8983473775680222,cf*-als
0.8991635164481622,cf*-als
0.8995739159685403,cf*-als
0.8996674766594194,cf*-als
0.9017688669776703,cf*-als
0.8976416221814995,cf*-als
0.9018645887170517,cf*-als
0.901759920171888,cf*-als
0.9000562836696953,cf*-als
0.900039103336552,cf*-als
0.895463905960785,cf*-als
0.9034744389727467,cf*-als
0.8994816497616229,cf*-als
0.904054734519994,cf*-als
0.901935185995972,cf*-als
0.9014347351043552,cf*-als
0.9019460178338233,cf*-als
0.8977043673012318,cf*-als
0.9006315215823302,cf*-als
0.9003711833965277,cf*-als
0.8986387417775676,cf*-als
0.9012441804462996,cf*-als
0.9021416038393436,cf*-als
0.8958923112906998,cf*-als
0.9009136974823445,cf*-als
0.898889855465726,cf*-als
0.9035031975224229,cf*-als
0.9016641812355237,cf*-als
0.9000584687592609,cf*-als
0.9053285340103807,cf*-als
0.8997294514808342,cf*-als
0.8999088189656551,cf*-als
0.8987373151754084,cf*-als
0.9007251492010524,cf*-als
0.898776169273935,cf*-als
0.8964344190630613,cf*-als
0.8999433987834724,cf*-als
0.898594853419672,cf*-als
0.8997319981384302,cf*-als
0.9062340194323703,cf*-als
0.9021013103227868,cf*-als
0.8982402693710667,cf*-als
0.8980368637799369,cf*-als
0.9019603165135791,cf*-als
0.9006537202845324,cf*-als
0.9054707039312337,cf*-als
0.8979637664306165,cf*-als
0.8967938737250167,cf*-als
0.8977998353672668,cf*-als
0.8979454307696011,cf*-als
0.8989306740358044,cf*-als
0.8980215036572206,cf*-als
0.8989979895714022,cf*-als
0.9023913008612532,cf*-als
0.8966341541413495,cf*-als
0.8980304400958593,cf*-als
0.8975525093608884,cf*-als
0.8988649744078563,cf*-als
0.901380559468706,cf*-als
0.8963626027846946,cf*-als
0.8970465890183028,cf*-als
0.8977908972775256,cf*-als
0.9012054211722238,cf*-als
0.8951844303241018,cf*-als
0.9003752225896718,cf*-als
0.901246050964607,cf*-als
0.8970061504343595,cf*-als
0.8966712346229843,cf*-als
0.9023753026054026,cf*-als
0.9003971064547704,cf*-als
0.9001299513885547,cf*-als
0.9006736694230708,cf*-als
0.9025187387128223,cf*-als
