coverage,approach
0.9007558396655008,cf-als
0.9020452314657158,cf-als
0.8960661103590407,cf-als
0.8992358737180777,cf-als
0.9014743041324287,cf-als
0.8995924267673219,cf-als
0.9027386024925483,cf-als
0.8988010648305679,cf-als
0.9019220011188364,cf-als
0.8974446200948513,cf-als
0.9033674373640538,cf-als
0.9029598728645213,cf-als
0.9033946764386099,cf-als
0.9025944288473409,cf-als
0.9039832702648875,cf-als
0.9018827950111928,cf-als
0.9031290012804097,cf-als
0.9026042600673481,cf-als
0.8990746328706498,cf-als
0.8994631625335523,cf-als
0.8990321998917987,cf-als
0.8979595939290381,cf-als
0.9001863242041152,cf-als
0.9036098771361107,cf-als
0.8984005451775836,cf-als
0.8976011457214464,cf-als
0.9018998066303849,cf-als
0.9008844221105528,cf-als
0.8977249849003422,cf-als
0.8998803350618269,cf-als
0.9001585422143732,cf-als
0.9005207181487364,cf-als
0.9007473003025264,cf-als
0.8977111727495859,cf-als
0.9001274544947624,cf-als
0.9027224170918368,cf-als
0.9024708718360788,cf-als
0.8986794670065927,cf-als
0.9010655997464744,cf-als
0.9012030256699123,cf-als
0.9022279948046757,cf-als
0.9014608765259156,cf-als
0.9000520145640779,cf-als
0.8943685836738762,cf-als
0.8978252194732642,cf-als
0.9009817671809257,cf-als
0.902922880612489,cf-als
0.900667963813612,cf-als
0.898933639895346,cf-als
0.8995028266709434,cf-als
0.9030165099518875,cf-als
0.8992853414702694,cf-als
0.9015166673336268,cf-als
0.8979019859064702,cf-als
0.8993586779517903,cf-als
0.9004359302511599,cf-als
0.9001040999359385,cf-als
0.900306870715766,cf-als
0.900448053766452,cf-als
0.8998554158801558,cf-als
0.8973090382526849,cf-als
0.8993562317565676,cf-als
0.9022073260218552,cf-als
0.899148150354441,cf-als
0.9009958175662218,cf-als
0.8966165413533834,cf-als
0.8992061439286922,cf-als
0.9019419611607767,cf-als
0.8948656237464901,cf-als
0.8972552297924006,cf-als
0.898912309951967,cf-als
0.8977054300816915,cf-als
0.8982255843196743,cf-als
0.8986834800539297,cf-als
0.9013820991007303,cf-als
0.9036105867705531,cf-als
0.9030127693535515,cf-als
0.9043284265880525,cf-als
0.9047446650173978,cf-als
0.9005190656817728,cf-als
0.9021076536913821,cf-als
0.9025502179928729,cf-als
0.903359750863394,cf-als
0.9000340770140518,cf-als
0.9028872438493925,cf-als
0.9004800257084898,cf-als
0.899584195408071,cf-als
0.8989193516109666,cf-als
0.9006013865856826,cf-als
0.9006611933441202,cf-als
0.8988028731045491,cf-als
0.8977948264781491,cf-als
0.9012789366956452,cf-als
0.9016095171448566,cf-als
0.9030940693650922,cf-als
0.9011230613821379,cf-als
0.9016616616616616,cf-als
0.8977537103890895,cf-als
0.9029893847961602,cf-als
0.8996362764299133,cf-als
0.8809552526836328,als
0.8876625067606819,als
0.8862465399147355,als
0.8862256183390308,als
0.8830902687968802,als
0.8856787198586544,als
0.8852947648482666,als
0.884189667940994,als
0.8868976264684728,als
0.8808156404458407,als
0.883932167888504,als
0.88637266587207,als
0.8852937623323803,als
0.8850327539175278,als
0.885700059749054,als
0.8813359449952031,als
0.8854833546734955,als
0.8798692888596649,als
0.8809696238181453,als
0.88307760105765,als
0.882421303624742,als
0.8803296813750126,als
0.8849998998256967,als
0.8863408972665786,als
0.8834282049226329,als
0.8833591916298683,als
0.8883639335765405,als
0.8837587939698492,als
0.88510167102879,als
0.8891703230953331,als
0.8861104979028277,als
0.8798327268340739,als
0.8831166229238876,als
0.878275098277892,als
0.8839367507069742,als
0.8876155931122449,als
0.8872639614302933,als
0.8826458461967455,als
0.8832593883695136,als
0.8862758509696629,als
0.8818663203117194,als
0.885111066639984,als
0.8842275837234426,als
0.8809927240107644,als
0.8847166799680766,als
0.8836305349629333,als
0.8859159422601484,als
0.8820732954887369,als
0.8862284944105289,als
0.8832645042299827,als
0.8884230700125771,als
0.8836270927851608,als
0.8836287966705351,als
0.8868113388853299,als
0.8831547415612875,als
0.889637657974724,als
0.8858504163997437,als
0.8857205483819544,als
0.9377125255030604,als
0.883649945780955,als
0.8842162423072282,als
0.8810428245831501,als
0.8853301072923071,als
0.8860824844621831,als
0.8869747062338179,als
0.8843883903306654,als
0.8841248681880584,als
0.884402311953761,als
0.8847372643401524,als
0.8849545192173722,als
0.8830733198364495,als
0.8857119974371296,als
0.8842937266721224,als
0.8781624236656357,als
0.8818073913130947,als
0.8812000481947067,als
0.8820830007980845,als
0.8859430711312073,als
0.8861803334741246,als
0.8834697544420044,als
0.8831228335790271,als
0.8860066492803249,als
0.8801229712734314,als
0.882875298173873,als
0.8841710397669453,als
0.8852959489043765,als
0.8851616013498584,als
0.8815289173504103,als
0.8875546942119038,als
0.8818041988773696,als
0.8826616121308859,als
0.8842986825192802,als
0.8870841447989238,als
0.8857142857142857,als
0.8893538263458598,als
0.8851387485887456,als
0.8809209209209209,als
0.88235058162856,als
0.8850251936826592,als
0.8798113433790319,als
