length,approach
4.1723,cf*-cvx
4.0864,cf*-cvx
4.1595,cf*-cvx
4.1895,cf*-cvx
4.2258,cf*-cvx
4.2513,cf*-cvx
4.1045,cf*-cvx
4.1371,cf*-cvx
4.2818,cf*-cvx
4.0495,cf*-cvx
4.1134,cf*-cvx
4.1537,cf*-cvx
4.1906,cf*-cvx
4.1448,cf*-cvx
4.2477,cf*-cvx
4.2748,cf*-cvx
4.0708,cf*-cvx
4.2297,cf*-cvx
4.1626,cf*-cvx
4.1457,cf*-cvx
4.0891,cf*-cvx
4.139,cf*-cvx
4.2727,cf*-cvx
4.0977,cf*-cvx
4.0754,cf*-cvx
4.1955,cf*-cvx
4.1831,cf*-cvx
4.1263,cf*-cvx
4.2406,cf*-cvx
4.146,cf*-cvx
4.2157,cf*-cvx
4.2127,cf*-cvx
4.1399,cf*-cvx
4.2116,cf*-cvx
4.1905,cf*-cvx
4.1407,cf*-cvx
4.1435,cf*-cvx
4.1124,cf*-cvx
4.1308,cf*-cvx
4.159,cf*-cvx
4.1459,cf*-cvx
4.0899,cf*-cvx
4.1773,cf*-cvx
4.1731,cf*-cvx
4.1693,cf*-cvx
4.2282,cf*-cvx
4.1961,cf*-cvx
4.1602,cf*-cvx
4.1353,cf*-cvx
4.2314,cf*-cvx
4.2013,cf*-cvx
4.2093,cf*-cvx
4.1967,cf*-cvx
4.09,cf*-cvx
4.1703,cf*-cvx
4.0994,cf*-cvx
4.0746,cf*-cvx
4.1794,cf*-cvx
4.1937,cf*-cvx
4.209,cf*-cvx
4.1451,cf*-cvx
4.0669,cf*-cvx
4.1201,cf*-cvx
4.2019,cf*-cvx
4.1965,cf*-cvx
4.0435,cf*-cvx
4.2304,cf*-cvx
4.0676,cf*-cvx
4.1699,cf*-cvx
4.1187,cf*-cvx
4.1517,cf*-cvx
4.0616,cf*-cvx
4.2299,cf*-cvx
4.1275,cf*-cvx
4.0508,cf*-cvx
4.0243,cf*-cvx
4.1201,cf*-cvx
4.1831,cf*-cvx
4.1354,cf*-cvx
4.109,cf*-cvx
4.143,cf*-cvx
4.2092,cf*-cvx
4.1624,cf*-cvx
4.2398,cf*-cvx
4.2167,cf*-cvx
4.2151,cf*-cvx
4.1771,cf*-cvx
4.1838,cf*-cvx
4.0555,cf*-cvx
4.2126,cf*-cvx
4.2282,cf*-cvx
4.0862,cf*-cvx
4.1784,cf*-cvx
4.1183,cf*-cvx
4.1403,cf*-cvx
4.1548,cf*-cvx
4.1639,cf*-cvx
4.1747,cf*-cvx
4.1194,cf*-cvx
4.1757,cf*-cvx
4.701,cf*-als
4.5314,cf*-als
4.7253,cf*-als
4.7731,cf*-als
4.7636,cf*-als
4.7103,cf*-als
4.7597,cf*-als
4.6915,cf*-als
4.861,cf*-als
4.6218,cf*-als
4.7222,cf*-als
4.7535,cf*-als
4.6962,cf*-als
4.7624,cf*-als
4.7212,cf*-als
4.8107,cf*-als
4.724,cf*-als
5.0283,cf*-als
4.614,cf*-als
4.6203,cf*-als
4.6182,cf*-als
4.6825,cf*-als
4.8198,cf*-als
4.6613,cf*-als
4.5314,cf*-als
4.7216,cf*-als
4.7026,cf*-als
4.597,cf*-als
4.7668,cf*-als
4.732,cf*-als
4.8072,cf*-als
4.6593,cf*-als
4.7256,cf*-als
4.7819,cf*-als
4.8153,cf*-als
4.815,cf*-als
4.5986,cf*-als
4.6987,cf*-als
4.7616,cf*-als
4.7921,cf*-als
4.7474,cf*-als
4.7238,cf*-als
4.7238,cf*-als
4.6943,cf*-als
4.6174,cf*-als
4.651,cf*-als
4.7358,cf*-als
4.7052,cf*-als
4.6239,cf*-als
4.7306,cf*-als
4.7452,cf*-als
4.8668,cf*-als
4.6772,cf*-als
4.6557,cf*-als
4.7094,cf*-als
4.5877,cf*-als
4.5719,cf*-als
4.713,cf*-als
4.8106,cf*-als
4.7759,cf*-als
4.6175,cf*-als
4.683,cf*-als
4.635,cf*-als
4.712,cf*-als
4.7324,cf*-als
4.6566,cf*-als
4.5905,cf*-als
4.7206,cf*-als
4.7405,cf*-als
4.7653,cf*-als
4.7422,cf*-als
4.6055,cf*-als
4.8018,cf*-als
4.7738,cf*-als
4.6387,cf*-als
4.6531,cf*-als
4.6116,cf*-als
4.7431,cf*-als
4.7303,cf*-als
4.6251,cf*-als
4.6973,cf*-als
4.6858,cf*-als
4.7446,cf*-als
4.7879,cf*-als
4.7028,cf*-als
4.6695,cf*-als
4.6829,cf*-als
4.7054,cf*-als
4.6502,cf*-als
4.7423,cf*-als
4.8211,cf*-als
4.6264,cf*-als
4.7125,cf*-als
4.5894,cf*-als
4.7932,cf*-als
4.6858,cf*-als
4.8038,cf*-als
4.7583,cf*-als
4.7217,cf*-als
4.8356,cf*-als
3.9569,cf-cvx
3.8811,cf-cvx
3.9468,cf-cvx
3.9949,cf-cvx
4.0147,cf-cvx
3.9861,cf-cvx
4.0011,cf-cvx
4.0212,cf-cvx
4.0398,cf-cvx
3.9746,cf-cvx
3.9425,cf-cvx
3.9463,cf-cvx
3.8866,cf-cvx
3.9331,cf-cvx
3.9972,cf-cvx
3.9847,cf-cvx
3.9754,cf-cvx
4.0511,cf-cvx
3.971,cf-cvx
3.889,cf-cvx
3.9355,cf-cvx
3.8754,cf-cvx
3.9891,cf-cvx
3.9442,cf-cvx
3.9329,cf-cvx
3.9986,cf-cvx
3.9764,cf-cvx
3.909,cf-cvx
4.02,cf-cvx
4.0032,cf-cvx
4.0059,cf-cvx
3.9375,cf-cvx
4.0178,cf-cvx
3.9179,cf-cvx
4.0126,cf-cvx
4.01,cf-cvx
3.9248,cf-cvx
4.0234,cf-cvx
3.9699,cf-cvx
4.0326,cf-cvx
3.9657,cf-cvx
3.9717,cf-cvx
3.9966,cf-cvx
3.9535,cf-cvx
3.9826,cf-cvx
4.0398,cf-cvx
4.0376,cf-cvx
4.0195,cf-cvx
3.9718,cf-cvx
4.0874,cf-cvx
3.9643,cf-cvx
3.9479,cf-cvx
4.0047,cf-cvx
4.0372,cf-cvx
3.9857,cf-cvx
3.9495,cf-cvx
3.8615,cf-cvx
4.0579,cf-cvx
3.9978,cf-cvx
3.9309,cf-cvx
4.0252,cf-cvx
3.9811,cf-cvx
3.9865,cf-cvx
4.0053,cf-cvx
3.9798,cf-cvx
3.9352,cf-cvx
3.9869,cf-cvx
4.0142,cf-cvx
3.9767,cf-cvx
3.9135,cf-cvx
4.0101,cf-cvx
3.9369,cf-cvx
4.056,cf-cvx
3.9353,cf-cvx
3.9593,cf-cvx
3.9806,cf-cvx
3.9463,cf-cvx
3.9116,cf-cvx
4.019,cf-cvx
4.0043,cf-cvx
3.9937,cf-cvx
3.9538,cf-cvx
4.0176,cf-cvx
4.0304,cf-cvx
4.0139,cf-cvx
4.01,cf-cvx
3.9482,cf-cvx
4.0217,cf-cvx
3.947,cf-cvx
4.052,cf-cvx
4.0476,cf-cvx
3.9267,cf-cvx
3.92,cf-cvx
3.9804,cf-cvx
3.9632,cf-cvx
3.9243,cf-cvx
3.9445,cf-cvx
4.0355,cf-cvx
4.0518,cf-cvx
4.0067,cf-cvx
4.3598,cf-als
4.3121,cf-als
4.3903,cf-als
4.4572,cf-als
4.5216,cf-als
4.393,cf-als
4.4401,cf-als
4.4769,cf-als
4.614,cf-als
4.3653,cf-als
4.4551,cf-als
4.4781,cf-als
4.5582,cf-als
4.4412,cf-als
4.4992,cf-als
4.5678,cf-als
4.3492,cf-als
4.7185,cf-als
4.4615,cf-als
4.3625,cf-als
4.399,cf-als
4.3137,cf-als
4.5177,cf-als
4.3846,cf-als
4.306,cf-als
4.4462,cf-als
4.3815,cf-als
4.4207,cf-als
4.5481,cf-als
4.474,cf-als
4.4657,cf-als
4.4731,cf-als
4.5111,cf-als
4.466,cf-als
4.5306,cf-als
4.4695,cf-als
4.3897,cf-als
4.4403,cf-als
4.4771,cf-als
4.3878,cf-als
4.467,cf-als
4.4345,cf-als
4.4025,cf-als
4.4428,cf-als
4.4067,cf-als
4.4158,cf-als
4.4782,cf-als
4.4721,cf-als
4.4533,cf-als
4.6009,cf-als
4.4989,cf-als
4.4918,cf-als
4.4823,cf-als
4.4514,cf-als
4.4553,cf-als
4.3252,cf-als
4.3256,cf-als
4.4929,cf-als
4.4227,cf-als
4.4964,cf-als
4.4585,cf-als
4.3967,cf-als
4.3935,cf-als
4.467,cf-als
4.5364,cf-als
4.3655,cf-als
4.3381,cf-als
4.5369,cf-als
4.4545,cf-als
4.4188,cf-als
4.4656,cf-als
4.4139,cf-als
4.5692,cf-als
4.4461,cf-als
4.349,cf-als
4.4114,cf-als
4.3442,cf-als
4.4414,cf-als
4.4054,cf-als
4.3872,cf-als
4.4882,cf-als
4.4008,cf-als
4.4222,cf-als
4.57,cf-als
4.4173,cf-als
4.5098,cf-als
4.4444,cf-als
4.4062,cf-als
4.4044,cf-als
4.467,cf-als
4.6021,cf-als
4.3193,cf-als
4.4606,cf-als
4.446,cf-als
4.421,cf-als
4.4387,cf-als
4.4557,cf-als
4.5619,cf-als
4.4315,cf-als
4.4784,cf-als
