coverage,approach
0.9028149290367247,cf*-cvx
0.9024209427088731,cf*-cvx
0.898946157349334,cf*-cvx
0.8999493556918575,cf*-cvx
0.9016377649325626,cf*-cvx
0.9017551164205874,cf*-cvx
0.8962205552104735,cf*-cvx
0.9010866558659659,cf*-cvx
0.89546374568401,cf*-cvx
0.9036716790002682,cf*-cvx
0.9036707860955314,cf*-cvx
0.8968330018439933,cf*-cvx
0.898691821093389,cf*-cvx
0.9013322759714513,cf*-cvx
0.897069931390445,cf*-cvx
0.9031788921560836,cf*-cvx
0.9011922587257485,cf*-cvx
0.8970790256615563,cf*-cvx
0.9008499959524002,cf*-cvx
0.8985974025974026,cf*-cvx
0.9051250519053247,cf*-cvx
0.9000669878856847,cf*-cvx
0.8985838607594937,cf*-cvx
0.9023476423930806,cf*-cvx
0.8964865456846409,cf*-cvx
0.9003141478738921,cf*-cvx
0.8979158423436882,cf*-cvx
0.9036415005493643,cf*-cvx
0.9003053349468269,cf*-cvx
0.9004928849670085,cf*-cvx
0.8985240888917424,cf*-cvx
0.9018180939026159,cf*-cvx
0.9007002166952359,cf*-cvx
0.8978909752245425,cf*-cvx
0.9020213973482745,cf*-cvx
0.898566105184204,cf*-cvx
0.8992181417077602,cf*-cvx
0.897088801121162,cf*-cvx
0.8993462795616227,cf*-cvx
0.9018694907630268,cf*-cvx
0.8988270734521215,cf*-cvx
0.8957412468876471,cf*-cvx
0.9042067549615554,cf*-cvx
0.9066421645670624,cf*-cvx
0.9006007908942881,cf*-cvx
0.9044900850998736,cf*-cvx
0.9008963706169233,cf*-cvx
0.9009793605827601,cf*-cvx
0.9004398368838078,cf*-cvx
0.8989773783700031,cf*-cvx
0.901394909102563,cf*-cvx
0.9028019339088255,cf*-cvx
0.8982738448223359,cf*-cvx
0.9001903373425667,cf*-cvx
0.9002166615080593,cf*-cvx
0.899657082982743,cf*-cvx
0.8997775154012353,cf*-cvx
0.9024330008603932,cf*-cvx
0.8990713354323697,cf*-cvx
0.9045653523374959,cf*-cvx
0.9010242229124261,cf*-cvx
0.8971528641726824,cf*-cvx
0.897286993171234,cf*-cvx
0.8980448904478034,cf*-cvx
0.9004438505225982,cf*-cvx
0.8987408226413294,cf*-cvx
0.9008985285199017,cf*-cvx
0.9033953209358129,cf*-cvx
0.8967678073935708,cf*-cvx
0.8989207454924548,cf*-cvx
0.8980909422994457,cf*-cvx
0.8976652042444999,cf*-cvx
0.8962367289424455,cf*-cvx
0.9014567956940729,cf*-cvx
0.8996857433010548,cf*-cvx
0.8995441094137407,cf*-cvx
0.9001783814483294,cf*-cvx
0.9018743992310158,cf*-cvx
0.8981990475886095,cf*-cvx
0.9008909752826212,cf*-cvx
0.8988430947216197,cf*-cvx
0.8983969311528367,cf*-cvx
0.9019325592492444,cf*-cvx
0.9020657995409335,cf*-cvx
0.8997839625851686,cf*-cvx
0.8972422584757387,cf*-cvx
0.8983879977655415,cf*-cvx
0.902638270820089,cf*-cvx
0.8967294067129464,cf*-cvx
0.8987907529107789,cf*-cvx
0.9008483224901135,cf*-cvx
0.9006461384766601,cf*-cvx
0.901634652079888,cf*-cvx
0.8987812812415698,cf*-cvx
0.8991413579265384,cf*-cvx
0.9000128456276695,cf*-cvx
0.8995814218801469,cf*-cvx
0.9006153302379384,cf*-cvx
0.9029619699653693,cf*-cvx
0.9001378735411055,cf*-cvx
0.8985665733077383,cf*-als
0.8986265115945379,cf*-als
0.8978355877629614,cf*-als
0.9016294605175366,cf*-als
0.9030748233782916,cf*-als
0.9039089773564359,cf*-als
0.9012295538885438,cf*-als
0.90240644880863,cf*-als
0.8981862920188911,cf*-als
0.9010918787572779,cf*-als
0.8988200189882002,cf*-als
0.8961404977976761,cf*-als
0.9036074507241989,cf*-als
0.8961776367961934,cf*-als
0.8973453137785611,cf*-als
0.9024318524994039,cf*-als
0.8979653932692231,cf*-als
0.8990886183265431,cf*-als
0.8989314336598397,cf*-als
0.9006433566433566,cf*-als
0.9000702718241926,cf*-als
0.8980815638039434,cf*-als
0.8987974683544304,cf*-als
0.904587667902268,cf*-als
0.8990013709854059,cf*-als
0.8996089179529099,cf*-als
0.9014930676119801,cf*-als
0.900039240307644,cf*-als
0.8994157764403234,cf*-als
0.8983861992209238,cf*-als
0.9005625958058121,cf*-als
0.9012056154602454,cf*-als
0.9014279245771208,cf*-als
0.9030119809198667,cf*-als
0.8981975672390337,cf*-als
0.9002896515404195,cf*-als
0.8989504931222424,cf*-als
0.8995652312396484,cf*-als
0.9016134717682497,cf*-als
0.8963296743187683,cf*-als
0.9031935008332265,cf*-als
0.9043463450636258,cf*-als
0.9039330139688418,cf*-als
0.9025074352588437,cf*-als
0.9018601256126222,cf*-als
0.8993534985950873,cf*-als
0.9011278465553986,cf*-als
0.8971833265884257,cf*-als
0.8973633821773929,cf*-als
0.899358775714524,cf*-als
0.8988710930927563,cf*-als
0.9032167988383782,cf*-als
0.899860561280913,cf*-als
0.8978171951565221,cf*-als
0.901002357086736,cf*-als
0.8986489704551588,cf*-als
0.9019702336489884,cf*-als
0.9041697205315318,cf*-als
0.9020926756352765,cf*-als
0.9012761703602783,cf*-als
0.896028804748891,cf*-als
0.9000213951203277,cf*-als
0.896587225622753,cf*-als
0.8974078676250845,cf*-als
0.9003563531077491,cf*-als
0.9015964428040758,cf*-als
0.9050719780395161,cf*-als
0.9012597480503899,cf*-als
0.899641577060932,cf*-als
0.9014131763314933,cf*-als
0.9031574099074059,cf*-als
0.9005766809165938,cf*-als
0.9034118056736555,cf*-als
0.9006027008734329,cf*-als
0.8958714826039326,cf*-als
0.8959289770455091,cf*-als
0.9014422500059994,cf*-als
0.8970281960909965,cf*-als
0.9026814535459746,cf*-als
0.902040620808584,cf*-als
0.9005141801237246,cf*-als
0.9000363416111448,cf*-als
0.9037696834738349,cf*-als
0.9023606860494772,cf*-als
0.9003379046744799,cf*-als
0.902236529989834,cf*-als
0.8982682946293193,cf*-als
0.8992689129052766,cf*-als
0.9044665505697496,cf*-als
0.9018479734880399,cf*-als
0.8992856231662202,cf*-als
0.8990670469376904,cf*-als
0.9022627528304287,cf*-als
0.9022089277496549,cf*-als
0.8994514231197329,cf*-als
0.9012171232216835,cf*-als
0.8979585278262058,cf*-als
0.8987436338222772,cf*-als
0.8986849874722714,cf*-als
0.9018693087084776,cf*-als
0.9024058281146742,cf-cvx
0.9005077841638301,cf-cvx
0.8977956392166889,cf-cvx
0.9026423466803862,cf-cvx
0.9000401412973668,cf-cvx
0.8990727988982481,cf-cvx
0.8999713316450858,cf-cvx
0.9012289089975106,cf-cvx
0.9017025836409096,cf-cvx
0.9012733325969989,cf-cvx
0.9013491196017265,cf-cvx
0.902558238785058,cf-cvx
0.8977039149763381,cf-cvx
0.8995559080095162,cf-cvx
0.900225026751432,cf-cvx
0.8982436620837638,cf-cvx
0.9017287351167838,cf-cvx
0.9001326645157746,cf-cvx
0.9018214198980005,cf-cvx
0.8986133866133866,cf-cvx
0.9040629891078672,cf-cvx
0.9029159907346876,cf-cvx
0.8980142405063292,cf-cvx
0.8993821993702419,cf-cvx
0.8991473930996439,cf-cvx
0.8996489878347839,cf-cvx
0.8995792924684469,cf-cvx
0.9009182231988698,cf-cvx
0.896546749905835,cf-cvx
0.8992288735193577,cf-cvx
0.897352348697041,cf-cvx
0.9005931370178747,cf-cvx
0.8966412238429444,cf-cvx
0.8976835824705263,cf-cvx
0.9002262097390941,cf-cvx
0.8974569711864542,cf-cvx
0.8997128860628082,cf-cvx
0.8970091731430756,cf-cvx
0.8994183810805614,cf-cvx
0.9022324986781777,cf-cvx
0.9004694910908858,cf-cvx
0.9007858944516988,cf-cvx
0.900148947304859,cf-cvx
0.9015321872153848,cf-cvx
0.899678348266209,cf-cvx
0.8966966435064047,cf-cvx
0.9022293527453844,cf-cvx
0.8997895588830433,cf-cvx
0.8993422475744879,cf-cvx
0.9012498708811073,cf-cvx
0.9020679267051782,cf-cvx
0.9002808316446204,cf-cvx
0.9010866603625407,cf-cvx
0.9012837646296521,cf-cvx
0.9018912248121076,cf-cvx
0.8991331819841559,cf-cvx
0.9006931559882091,cf-cvx
0.8994375577578789,cf-cvx
0.8968609865470852,cf-cvx
0.8980998524705143,cf-cvx
0.8996780550306942,cf-cvx
0.897438132443719,cf-cvx
0.8996678114971004,cf-cvx
0.8987526935841578,cf-cvx
0.8989643487806042,cf-cvx
0.8988442294995903,cf-cvx
0.8960467937055124,cf-cvx
0.8977244551089782,cf-cvx
0.9004398464129767,cf-cvx
0.9044408407160945,cf-cvx
0.8975985896478884,cf-cvx
0.902180800295158,cf-cvx
0.8979535644582655,cf-cvx
0.8983143713539821,cf-cvx
0.8982224105807751,cf-cvx
0.9050547868511557,cf-cvx
0.8982345836033052,cf-cvx
0.8991989746876001,cf-cvx
0.8990459906037266,cf-cvx
0.9027910838602542,cf-cvx
0.8978790069896361,cf-cvx
0.9035574399353927,cf-cvx
0.9017735008748211,cf-cvx
0.9027591813312931,cf-cvx
0.9012321254757967,cf-cvx
0.9023010763098869,cf-cvx
0.8985236613199266,cf-cvx
0.9017005721551176,cf-cvx
0.8984629086253648,cf-cvx
0.9000585766672283,cf-cvx
0.8993175149891568,cf-cvx
0.8960135995230499,cf-cvx
0.9003943518636306,cf-cvx
0.8975673231032896,cf-cvx
0.9001510574018127,cf-cvx
0.8989049102411767,cf-cvx
0.8941101800448304,cf-cvx
0.9015069967707212,cf-cvx
0.904310496161887,cf-cvx
0.8992000128254457,cf-cvx
0.8989363376026686,cf-als
0.8959799756072285,cf-als
0.9001366240282516,cf-als
0.9004236436570013,cf-als
0.8989322414900449,cf-als
0.9020673862216956,cf-als
0.8987688534250721,cf-als
0.8992215592523808,cf-als
0.9000436559907925,cf-als
0.9004055098852897,cf-als
0.9002082319432588,cf-als
0.8970423635324148,cf-als
0.8956324989244571,cf-als
0.8968675654242665,cf-als
0.896157235475546,cf-als
0.899809266470635,cf-als
0.898758097190305,cf-als
0.8979660724238356,cf-als
0.8990609568525865,cf-als
0.903984015984016,cf-als
0.90179512569074,cf-als
0.901390603940179,cf-als
0.9011787974683544,cf-als
0.9003706803778548,cf-als
0.8967623652337571,cf-als
0.8992002051577952,cf-als
0.8990544174290813,cf-als
0.8999921519384712,cf-als
0.9064681321675575,cf-als
0.8976707210430082,cf-als
0.9010682097254437,cf-als
0.9030914043485969,cf-als
0.8995763122998803,cf-als
0.8981143212673293,cf-als
0.9017637919514414,cf-als
0.8999146206203171,cf-als
0.9004347261873864,cf-als
0.9015320422983819,cf-als
0.9018778440043581,cf-als
0.901088234597811,cf-als
