length,approach
7.027,cf-cvx
6.2383,cf-cvx
6.6877,cf-cvx
6.3989,cf-cvx
6.6077,cf-cvx
6.1717,cf-cvx
6.7156,cf-cvx
6.236,cf-cvx
6.4517,cf-cvx
6.2505,cf-cvx
6.5176,cf-cvx
6.7021,cf-cvx
6.5808,cf-cvx
6.2116,cf-cvx
6.5516,cf-cvx
6.3071,cf-cvx
6.3863,cf-cvx
6.6423,cf-cvx
6.1712,cf-cvx
6.3162,cf-cvx
6.2009,cf-cvx
5.9803,cf-cvx
6.1689,cf-cvx
6.4003,cf-cvx
6.3576,cf-cvx
6.2807,cf-cvx
6.2464,cf-cvx
6.7006,cf-cvx
6.4045,cf-cvx
6.3696,cf-cvx
6.3933,cf-cvx
6.4551,cf-cvx
6.0509,cf-cvx
6.3048,cf-cvx
6.2757,cf-cvx
6.6659,cf-cvx
6.0427,cf-cvx
6.2151,cf-cvx
6.3028,cf-cvx
6.6728,cf-cvx
6.1543,cf-cvx
6.2089,cf-cvx
6.3876,cf-cvx
6.3621,cf-cvx
6.3991,cf-cvx
6.4417,cf-cvx
6.3122,cf-cvx
6.2644,cf-cvx
6.2865,cf-cvx
6.442,cf-cvx
6.1137,cf-cvx
6.4706,cf-cvx
6.2932,cf-cvx
6.6899,cf-cvx
6.6613,cf-cvx
6.2647,cf-cvx
6.3938,cf-cvx
6.4406,cf-cvx
6.3654,cf-cvx
6.2292,cf-cvx
6.377,cf-cvx
6.4236,cf-cvx
6.5237,cf-cvx
6.0768,cf-cvx
6.3748,cf-cvx
6.3371,cf-cvx
6.4597,cf-cvx
6.6139,cf-cvx
6.4445,cf-cvx
6.2883,cf-cvx
6.3341,cf-cvx
6.319,cf-cvx
6.4925,cf-cvx
6.5397,cf-cvx
6.4955,cf-cvx
6.8419,cf-cvx
6.3594,cf-cvx
6.4014,cf-cvx
6.3686,cf-cvx
6.6339,cf-cvx
6.2315,cf-cvx
6.3208,cf-cvx
6.3405,cf-cvx
6.5409,cf-cvx
6.5213,cf-cvx
6.2496,cf-cvx
6.5768,cf-cvx
6.329,cf-cvx
6.4926,cf-cvx
6.368,cf-cvx
6.4848,cf-cvx
6.4254,cf-cvx
6.3909,cf-cvx
6.0157,cf-cvx
6.0364,cf-cvx
6.4911,cf-cvx
6.746,cf-cvx
6.4817,cf-cvx
6.6272,cf-cvx
6.3076,cf-cvx
5.8999,cf-als
5.9923,cf-als
5.8731,cf-als
6.07,cf-als
6.0223,cf-als
5.8232,cf-als
5.9644,cf-als
5.9386,cf-als
5.9235,cf-als
5.9915,cf-als
5.9705,cf-als
5.973,cf-als
6.0411,cf-als
5.8103,cf-als
5.9439,cf-als
6.0008,cf-als
5.9764,cf-als
5.983,cf-als
6.0048,cf-als
5.9041,cf-als
5.861,cf-als
5.8486,cf-als
5.8193,cf-als
5.9325,cf-als
5.7709,cf-als
5.8355,cf-als
5.9083,cf-als
5.8865,cf-als
6.0026,cf-als
5.9388,cf-als
5.9649,cf-als
5.9,cf-als
5.9425,cf-als
5.8075,cf-als
6.0274,cf-als
5.9846,cf-als
5.9458,cf-als
5.9134,cf-als
5.9439,cf-als
5.8098,cf-als
5.7784,cf-als
5.9035,cf-als
5.8953,cf-als
5.8992,cf-als
5.8206,cf-als
5.8678,cf-als
5.8593,cf-als
5.9288,cf-als
5.8726,cf-als
5.9693,cf-als
5.9427,cf-als
5.9984,cf-als
5.8843,cf-als
5.9289,cf-als
5.9236,cf-als
6.0206,cf-als
5.8347,cf-als
5.9817,cf-als
5.9306,cf-als
5.8494,cf-als
5.8751,cf-als
6.0036,cf-als
5.8299,cf-als
5.8036,cf-als
5.9759,cf-als
6.0295,cf-als
5.9261,cf-als
5.7408,cf-als
5.852,cf-als
5.8151,cf-als
5.953,cf-als
5.915,cf-als
5.9814,cf-als
5.849,cf-als
5.859,cf-als
5.941,cf-als
6.0049,cf-als
5.9012,cf-als
5.9567,cf-als
5.9781,cf-als
6.0173,cf-als
5.9103,cf-als
6.0036,cf-als
6.013,cf-als
5.8741,cf-als
5.8717,cf-als
5.9617,cf-als
6.0172,cf-als
5.8887,cf-als
5.947,cf-als
5.9578,cf-als
5.9363,cf-als
6.0437,cf-als
5.8751,cf-als
5.8273,cf-als
5.8988,cf-als
5.8573,cf-als
5.8936,cf-als
5.9127,cf-als
5.8768,cf-als
8.9989,cvx
9.0002,cvx
9.3024,cvx
9.4339,cvx
9.577,cvx
9.626,cvx
9.8331,cvx
8.7758,cvx
9.4128,cvx
8.4405,cvx
9.2416,cvx
9.1868,cvx
9.5795,cvx
9.0903,cvx
9.2768,cvx
9.6447,cvx
8.8186,cvx
9.3651,cvx
9.3084,cvx
9.7606,cvx
9.3242,cvx
8.6697,cvx
8.9244,cvx
9.3056,cvx
9.4886,cvx
9.3745,cvx
8.8895,cvx
9.7198,cvx
9.8286,cvx
9.1814,cvx
9.0725,cvx
9.1298,cvx
9.461,cvx
9.3172,cvx
9.3201,cvx
9.4922,cvx
8.2018,cvx
8.6818,cvx
9.8545,cvx
9.6527,cvx
9.5536,cvx
8.8671,cvx
9.1907,cvx
9.4001,cvx
8.9654,cvx
9.6488,cvx
8.8791,cvx
9.2698,cvx
9.5757,cvx
9.128,cvx
8.7967,cvx
9.6946,cvx
9.3894,cvx
9.1378,cvx
8.8994,cvx
8.7878,cvx
9.2738,cvx
9.0124,cvx
9.6574,cvx
9.3599,cvx
9.4982,cvx
9.8534,cvx
9.8881,cvx
9.6386,cvx
9.1413,cvx
8.9725,cvx
9.8853,cvx
9.3386,cvx
9.4847,cvx
8.826,cvx
9.2131,cvx
9.2916,cvx
9.7005,cvx
9.2574,cvx
8.8244,cvx
10.5766,cvx
9.3737,cvx
9.5789,cvx
9.254,cvx
9.1663,cvx
9.2297,cvx
9.5181,cvx
9.081,cvx
9.629,cvx
8.9115,cvx
9.4559,cvx
9.8307,cvx
9.6862,cvx
9.5681,cvx
10.3251,cvx
9.6359,cvx
8.8455,cvx
8.9705,cvx
9.3433,cvx
9.2979,cvx
9.0734,cvx
9.533,cvx
9.4976,cvx
9.561,cvx
9.013,cvx
2.5485,als
2.5551,als
2.5602,als
2.5458,als
2.557,als
2.5301,als
2.5618,als
2.5368,als
2.5484,als
2.5467,als
2.5738,als
2.5603,als
2.5444,als
2.5371,als
2.5681,als
2.544,als
2.5675,als
2.551,als
2.5543,als
2.5575,als
2.5553,als
2.5396,als
2.5606,als
2.5436,als
2.559,als
2.5548,als
2.5334,als
2.5609,als
2.559,als
2.547,als
2.5492,als
2.5494,als
2.541,als
2.5566,als
2.567,als
2.5378,als
2.5641,als
2.5421,als
2.5481,als
2.5446,als
2.5572,als
2.5486,als
2.5711,als
2.5373,als
2.5295,als
2.5464,als
2.5442,als
2.5561,als
2.564,als
2.5542,als
2.5621,als
2.5627,als
2.5643,als
2.5508,als
2.5516,als
2.555,als
2.5366,als
2.5436,als
2.5472,als
2.5376,als
2.5482,als
2.5566,als
2.5422,als
2.5474,als
2.5552,als
2.568,als
2.537,als
2.5413,als
2.543,als
2.545,als
2.5428,als
2.564,als
2.559,als
2.5458,als
2.5521,als
2.5585,als
2.5578,als
2.5548,als
2.5524,als
2.5428,als
2.5465,als
2.5705,als
2.552,als
2.5458,als
2.5619,als
2.5709,als
2.5426,als
2.5511,als
2.5345,als
2.5749,als
2.5451,als
2.5473,als
2.5676,als
2.5617,als
2.5261,als
2.5583,als
2.5448,als
2.5497,als
2.5496,als
2.5776,als
