length,approach
11.1197,cf-cvx
10.9937,cf-cvx
10.5463,cf-cvx
11.6392,cf-cvx
10.1581,cf-cvx
9.804,cf-cvx
10.9557,cf-cvx
11.0103,cf-cvx
9.8563,cf-cvx
11.6244,cf-cvx
10.8653,cf-cvx
10.4408,cf-cvx
11.0035,cf-cvx
12.3059,cf-cvx
10.0902,cf-cvx
11.3739,cf-cvx
10.6719,cf-cvx
11.8976,cf-cvx
11.1398,cf-cvx
10.1351,cf-cvx
11.8478,cf-cvx
11.2807,cf-cvx
10.0846,cf-cvx
10.9538,cf-cvx
10.5894,cf-cvx
10.7328,cf-cvx
10.6296,cf-cvx
11.5693,cf-cvx
10.3596,cf-cvx
11.2708,cf-cvx
11.7208,cf-cvx
9.9074,cf-cvx
10.2788,cf-cvx
11.2826,cf-cvx
11.8551,cf-cvx
10.7543,cf-cvx
11.1066,cf-cvx
10.5704,cf-cvx
11.8379,cf-cvx
11.5439,cf-cvx
10.4829,cf-cvx
10.1802,cf-cvx
10.3375,cf-cvx
10.1259,cf-cvx
11.7962,cf-cvx
11.3427,cf-cvx
10.626,cf-cvx
10.1136,cf-cvx
11.1157,cf-cvx
10.8254,cf-cvx
11.4665,cf-cvx
10.9261,cf-cvx
10.4068,cf-cvx
10.8152,cf-cvx
11.0596,cf-cvx
10.0147,cf-cvx
10.907,cf-cvx
9.688,cf-cvx
11.1388,cf-cvx
11.0198,cf-cvx
11.4982,cf-cvx
10.914,cf-cvx
10.9702,cf-cvx
10.9557,cf-cvx
10.5991,cf-cvx
10.1734,cf-cvx
10.6945,cf-cvx
11.2843,cf-cvx
10.4167,cf-cvx
10.452,cf-cvx
9.736,cf-cvx
10.576,cf-cvx
9.9932,cf-cvx
10.2778,cf-cvx
11.2289,cf-cvx
9.6698,cf-cvx
10.9916,cf-cvx
11.126,cf-cvx
10.7328,cf-cvx
10.4385,cf-cvx
9.5397,cf-cvx
11.1734,cf-cvx
10.6073,cf-cvx
10.392,cf-cvx
10.2058,cf-cvx
10.6519,cf-cvx
10.042,cf-cvx
10.4999,cf-cvx
10.7626,cf-cvx
9.9764,cf-cvx
10.1219,cf-cvx
11.821,cf-cvx
9.9228,cf-cvx
10.5378,cf-cvx
11.1262,cf-cvx
10.477,cf-cvx
10.2992,cf-cvx
10.3712,cf-cvx
11.2607,cf-cvx
9.9969,cf-cvx
2.0874,cf-als
2.1073,cf-als
2.071,cf-als
2.1181,cf-als
2.0768,cf-als
2.1147,cf-als
2.1264,cf-als
2.0789,cf-als
2.1309,cf-als
2.1043,cf-als
2.0959,cf-als
2.1371,cf-als
2.1688,cf-als
2.1191,cf-als
2.1254,cf-als
2.1312,cf-als
2.0718,cf-als
2.1714,cf-als
2.1046,cf-als
2.0949,cf-als
2.1268,cf-als
2.1658,cf-als
2.1154,cf-als
2.0844,cf-als
2.0886,cf-als
2.0787,cf-als
2.1067,cf-als
2.1105,cf-als
2.1058,cf-als
2.1214,cf-als
2.1252,cf-als
2.1246,cf-als
2.0934,cf-als
2.1666,cf-als
2.0807,cf-als
2.1447,cf-als
2.1443,cf-als
2.0764,cf-als
2.1271,cf-als
2.1054,cf-als
2.1233,cf-als
2.0908,cf-als
2.1185,cf-als
2.0718,cf-als
2.1089,cf-als
2.0654,cf-als
2.1318,cf-als
2.1191,cf-als
2.2117,cf-als
2.0841,cf-als
2.11,cf-als
2.1101,cf-als
2.1321,cf-als
2.0849,cf-als
2.1187,cf-als
2.0906,cf-als
2.1,cf-als
2.0575,cf-als
2.124,cf-als
2.097,cf-als
2.1183,cf-als
2.0852,cf-als
2.0976,cf-als
2.1393,cf-als
2.1319,cf-als
2.1056,cf-als
2.1495,cf-als
2.1512,cf-als
2.1201,cf-als
2.111,cf-als
2.0923,cf-als
2.1234,cf-als
2.0753,cf-als
2.1384,cf-als
2.08,cf-als
2.0947,cf-als
2.1622,cf-als
2.1444,cf-als
2.0962,cf-als
2.0996,cf-als
2.1165,cf-als
2.1354,cf-als
2.0781,cf-als
2.0564,cf-als
2.1035,cf-als
2.0791,cf-als
2.0935,cf-als
2.074,cf-als
2.0833,cf-als
2.0494,cf-als
2.0817,cf-als
2.1405,cf-als
2.1466,cf-als
2.0624,cf-als
2.1009,cf-als
2.0754,cf-als
2.0637,cf-als
2.1087,cf-als
2.0757,cf-als
2.0878,cf-als
11.2821,cvx
12.435,cvx
11.9484,cvx
11.6532,cvx
12.002,cvx
11.905,cvx
11.6455,cvx
12.2601,cvx
11.9598,cvx
11.836,cvx
11.9461,cvx
11.8659,cvx
12.0556,cvx
11.6818,cvx
11.9697,cvx
11.7043,cvx
12.0664,cvx
11.8142,cvx
11.8939,cvx
11.9899,cvx
11.78,cvx
11.8766,cvx
11.4913,cvx
11.9729,cvx
11.8561,cvx
12.1585,cvx
12.245,cvx
11.54,cvx
12.0635,cvx
11.8537,cvx
12.2214,cvx
11.9725,cvx
12.6494,cvx
11.6883,cvx
12.0809,cvx
11.6328,cvx
12.4541,cvx
12.0963,cvx
11.4849,cvx
11.7073,cvx
12.1553,cvx
12.0166,cvx
12.1586,cvx
11.9886,cvx
11.7252,cvx
12.2108,cvx
11.5852,cvx
12.0857,cvx
12.0367,cvx
12.1545,cvx
11.8455,cvx
11.9213,cvx
11.8626,cvx
12.0601,cvx
11.9115,cvx
11.7136,cvx
11.7689,cvx
12.1765,cvx
11.6417,cvx
11.908,cvx
11.8738,cvx
12.0661,cvx
11.9438,cvx
11.4744,cvx
12.1412,cvx
12.0973,cvx
11.793,cvx
11.7689,cvx
12.3436,cvx
11.9034,cvx
12.0312,cvx
12.2416,cvx
11.6899,cvx
12.5961,cvx
12.185,cvx
11.9895,cvx
11.7386,cvx
11.9976,cvx
11.739,cvx
12.0303,cvx
12.0365,cvx
12.0507,cvx
11.7637,cvx
12.0232,cvx
12.092,cvx
11.6038,cvx
11.7858,cvx
11.8203,cvx
11.9654,cvx
12.0712,cvx
11.9382,cvx
11.4349,cvx
12.0794,cvx
11.9412,cvx
11.6178,cvx
12.0301,cvx
12.0254,cvx
12.0912,cvx
11.8116,cvx
12.214,cvx
1.5583,als
1.5723,als
1.565,als
1.5577,als
1.5731,als
1.5703,als
1.5499,als
1.5482,als
1.5508,als
1.5536,als
1.5641,als
1.5589,als
1.5587,als
1.554,als
1.5581,als
1.5655,als
1.5797,als
1.5582,als
1.5708,als
1.5564,als
1.5579,als
1.5387,als
1.5706,als
1.5368,als
1.5658,als
1.5457,als
1.5573,als
1.5659,als
1.55,als
1.5559,als
1.5571,als
1.5719,als
1.5643,als
1.5489,als
1.5662,als
1.5643,als
1.5316,als
1.5754,als
1.5366,als
1.5563,als
1.5512,als
1.5642,als
1.5532,als
1.5662,als
1.5769,als
1.5522,als
1.5607,als
1.5532,als
1.5738,als
1.567,als
1.555,als
1.5684,als
1.5633,als
1.5535,als
1.5607,als
1.565,als
1.5555,als
1.5694,als
1.5648,als
1.5613,als
1.5511,als
1.5603,als
1.5548,als
1.5581,als
1.5654,als
1.557,als
1.5409,als
1.5556,als
1.5515,als
1.5525,als
1.575,als
1.5556,als
1.5646,als
1.5533,als
1.5472,als
1.5658,als
1.543,als
1.5565,als
1.5677,als
1.5491,als
1.5675,als
1.5486,als
1.5511,als
1.5611,als
1.5814,als
1.5697,als
1.5682,als
1.5585,als
1.5274,als
1.5619,als
1.564,als
1.5563,als
1.5474,als
1.5617,als
1.5643,als
1.566,als
1.5678,als
1.5517,als
1.5615,als
1.566,als
