length,approach
3.6814,cf*-cvx
3.69,cf*-cvx
3.6985,cf*-cvx
3.6652,cf*-cvx
3.727,cf*-cvx
3.6762,cf*-cvx
3.7127,cf*-cvx
3.6889,cf*-cvx
3.6703,cf*-cvx
3.6503,cf*-cvx
3.6905,cf*-cvx
3.6531,cf*-cvx
3.6989,cf*-cvx
3.6543,cf*-cvx
3.6897,cf*-cvx
3.6495,cf*-cvx
3.6308,cf*-cvx
3.6718,cf*-cvx
3.6755,cf*-cvx
3.6665,cf*-cvx
3.6583,cf*-cvx
3.6673,cf*-cvx
3.7186,cf*-cvx
3.6966,cf*-cvx
3.6649,cf*-cvx
3.6795,cf*-cvx
3.638,cf*-cvx
3.6742,cf*-cvx
3.6799,cf*-cvx
3.6605,cf*-cvx
3.6708,cf*-cvx
3.6426,cf*-cvx
3.6953,cf*-cvx
3.6499,cf*-cvx
3.6615,cf*-cvx
3.6434,cf*-cvx
3.6708,cf*-cvx
3.6663,cf*-cvx
3.7083,cf*-cvx
3.6656,cf*-cvx
3.6644,cf*-cvx
3.6754,cf*-cvx
3.6765,cf*-cvx
3.6699,cf*-cvx
3.7081,cf*-cvx
3.6576,cf*-cvx
3.6542,cf*-cvx
3.7057,cf*-cvx
3.6809,cf*-cvx
3.6669,cf*-cvx
3.6629,cf*-cvx
3.6879,cf*-cvx
3.6617,cf*-cvx
3.6216,cf*-cvx
3.6778,cf*-cvx
3.7027,cf*-cvx
3.6943,cf*-cvx
3.7045,cf*-cvx
3.6177,cf*-cvx
3.672,cf*-cvx
3.6376,cf*-cvx
3.6611,cf*-cvx
3.696,cf*-cvx
3.6603,cf*-cvx
3.6645,cf*-cvx
3.6518,cf*-cvx
3.7058,cf*-cvx
3.641,cf*-cvx
3.6868,cf*-cvx
3.679,cf*-cvx
3.6636,cf*-cvx
3.6526,cf*-cvx
3.6948,cf*-cvx
3.6922,cf*-cvx
3.6876,cf*-cvx
3.654,cf*-cvx
3.6422,cf*-cvx
3.7004,cf*-cvx
3.6659,cf*-cvx
3.643,cf*-cvx
