length,approach
1.7147,cf-als
1.7191,cf-als
1.702,cf-als
1.7086,cf-als
1.7002,cf-als
1.706,cf-als
1.7103,cf-als
1.6958,cf-als
1.7269,cf-als
1.7076,cf-als
1.7072,cf-als
1.7092,cf-als
1.7148,cf-als
1.7272,cf-als
1.7237,cf-als
1.7155,cf-als
1.718,cf-als
1.7067,cf-als
1.7175,cf-als
1.7122,cf-als
1.7204,cf-als
1.7065,cf-als
1.706,cf-als
1.7087,cf-als
1.7022,cf-als
1.7153,cf-als
1.7165,cf-als
1.7353,cf-als
1.7301,cf-als
1.7067,cf-als
1.7048,cf-als
1.7081,cf-als
1.7209,cf-als
1.7108,cf-als
1.706,cf-als
1.7156,cf-als
1.7247,cf-als
1.7194,cf-als
1.7368,cf-als
1.715,cf-als
1.7039,cf-als
1.7088,cf-als
1.7142,cf-als
1.711,cf-als
1.7066,cf-als
1.711,cf-als
1.7249,cf-als
1.7005,cf-als
1.7157,cf-als
1.7247,cf-als
1.7189,cf-als
1.7071,cf-als
1.7216,cf-als
1.7097,cf-als
1.698,cf-als
1.7168,cf-als
1.7077,cf-als
1.7169,cf-als
1.7232,cf-als
1.7247,cf-als
1.7159,cf-als
1.6978,cf-als
1.7009,cf-als
1.7087,cf-als
1.7125,cf-als
1.7023,cf-als
1.7086,cf-als
1.7048,cf-als
1.7079,cf-als
1.6875,cf-als
1.7122,cf-als
1.7009,cf-als
1.7138,cf-als
1.7164,cf-als
1.7233,cf-als
1.7018,cf-als
1.7111,cf-als
1.7119,cf-als
1.7179,cf-als
1.7062,cf-als
1.7259,cf-als
1.7173,cf-als
1.7166,cf-als
1.7204,cf-als
1.7129,cf-als
1.701,cf-als
1.702,cf-als
1.7114,cf-als
1.7262,cf-als
1.703,cf-als
1.7187,cf-als
1.7281,cf-als
1.7247,cf-als
1.7116,cf-als
1.6987,cf-als
1.7122,cf-als
1.7007,cf-als
1.7282,cf-als
1.7178,cf-als
1.7236,cf-als
1.6188,als
1.6143,als
1.62,als
1.6151,als
1.6085,als
1.6194,als
1.6135,als
1.6217,als
1.6207,als
1.6139,als
1.613,als
1.6198,als
1.6273,als
1.624,als
1.6235,als
1.6164,als
1.6228,als
1.6225,als
1.6172,als
1.6171,als
1.6164,als
1.6179,als
1.6287,als
1.6183,als
1.6155,als
1.615,als
1.6242,als
1.6275,als
1.6208,als
1.6159,als
1.6249,als
1.6333,als
1.6289,als
1.6126,als
1.6223,als
1.6228,als
1.6166,als
1.6449,als
1.6226,als
1.6144,als
1.6163,als
1.6169,als
1.6291,als
1.6187,als
1.6195,als
1.6319,als
1.632,als
1.6174,als
1.6189,als
1.6266,als
1.6156,als
1.62,als
1.6273,als
1.6196,als
1.6083,als
1.6135,als
1.6203,als
1.6186,als
1.625,als
1.6213,als
1.6215,als
1.6211,als
1.6268,als
1.6153,als
1.6274,als
1.6175,als
1.6122,als
1.6185,als
1.6188,als
1.6153,als
1.6153,als
1.6218,als
1.6151,als
1.6292,als
1.6261,als
1.6181,als
1.6226,als
1.6235,als
1.6219,als
1.6169,als
1.6258,als
1.6181,als
1.6224,als
1.6283,als
1.6191,als
1.6187,als
1.6137,als
1.6185,als
1.6323,als
1.6231,als
1.6302,als
1.6187,als
1.6213,als
1.6121,als
1.615,als
1.6244,als
1.6331,als
1.6224,als
1.6206,als
1.6135,als
