length,approach
5.6397,cf-als
5.7338,cf-als
5.8048,cf-als
5.5047,cf-als
5.6946,cf-als
6.3502,cf-als
6.0394,cf-als
5.5443,cf-als
5.2424,cf-als
5.9156,cf-als
5.8657,cf-als
5.682,cf-als
5.2612,cf-als
5.2674,cf-als
5.4975,cf-als
5.6872,cf-als
5.817,cf-als
6.4439,cf-als
5.5384,cf-als
5.3953,cf-als
5.6465,cf-als
5.5429,cf-als
5.599,cf-als
6.2606,cf-als
5.6664,cf-als
6.1817,cf-als
5.9198,cf-als
5.5647,cf-als
5.5289,cf-als
5.2074,cf-als
5.6395,cf-als
5.7683,cf-als
5.6004,cf-als
5.5637,cf-als
5.4881,cf-als
5.742,cf-als
5.7972,cf-als
5.3655,cf-als
5.6373,cf-als
5.6674,cf-als
5.4797,cf-als
6.1078,cf-als
6.1636,cf-als
5.5803,cf-als
5.3971,cf-als
5.747,cf-als
6.3313,cf-als
5.588,cf-als
5.5355,cf-als
5.9344,cf-als
5.5479,cf-als
5.4135,cf-als
5.6687,cf-als
9.8611,cf-als
5.5823,cf-als
5.2006,cf-als
5.8908,cf-als
5.0909,cf-als
6.107,cf-als
6.9667,cf-als
5.8309,cf-als
6.0557,cf-als
5.8722,cf-als
5.5743,cf-als
5.623,cf-als
5.4239,cf-als
5.1058,cf-als
6.5188,cf-als
6.701,cf-als
5.3862,cf-als
5.849,cf-als
6.5204,cf-als
5.4972,cf-als
6.152,cf-als
5.5856,cf-als
6.1461,cf-als
6.0322,cf-als
5.0361,cf-als
5.5292,cf-als
5.283,cf-als
5.7562,cf-als
9.7958,cf-als
5.4059,cf-als
6.155,cf-als
5.8382,cf-als
6.192,cf-als
5.8772,cf-als
5.3833,cf-als
6.2227,cf-als
6.1378,cf-als
5.8913,cf-als
6.3946,cf-als
9.82,cf-als
5.208,cf-als
5.0209,cf-als
5.4356,cf-als
5.5985,cf-als
5.5019,cf-als
5.6895,cf-als
6.3547,cf-als
8.0337,als
8.7151,als
8.5648,als
8.1682,als
8.315,als
9.8187,als
7.799,als
8.1341,als
7.7064,als
8.3329,als
8.4412,als
8.0978,als
8.4605,als
8.2468,als
8.0933,als
7.9993,als
7.6519,als
8.9683,als
7.6661,als
7.8833,als
7.1267,als
8.4932,als
7.6244,als
8.5319,als
8.7603,als
8.6857,als
8.6703,als
7.7137,als
7.9222,als
8.008,als
7.993,als
7.8694,als
7.5634,als
8.0972,als
9.3903,als
8.1235,als
8.6482,als
7.9703,als
7.3375,als
8.5191,als
8.6968,als
8.139,als
8.1692,als
8.0831,als
8.8681,als
8.6132,als
9.1742,als
8.7339,als
8.6361,als
7.8816,als
8.2201,als
7.0114,als
8.0696,als
11.4794,als
8.1193,als
7.7638,als
8.2171,als
8.6017,als
8.2806,als
8.9644,als
7.9054,als
8.1428,als
7.7823,als
7.4017,als
9.0441,als
7.8326,als
7.8885,als
8.2957,als
8.3577,als
8.4946,als
9.4217,als
7.9258,als
8.0969,als
7.8463,als
7.378,als
7.5905,als
9.8233,als
7.6095,als
7.3186,als
7.7782,als
8.8072,als
68.6723,als
7.7039,als
7.5042,als
8.5903,als
8.7895,als
8.5538,als
8.3374,als
8.2405,als
8.0007,als
9.1393,als
8.6943,als
40.5,als
8.398,als
7.6215,als
8.3914,als
7.8558,als
8.5253,als
8.2617,als
8.0547,als
