length,approach
8.1521,cf-als
8.0961,cf-als
8.1543,cf-als
8.0733,cf-als
8.0927,cf-als
8.2009,cf-als
8.1885,cf-als
8.1347,cf-als
8.2284,cf-als
8.1701,cf-als
8.0959,cf-als
8.1374,cf-als
8.0975,cf-als
8.1564,cf-als
8.1009,cf-als
8.1797,cf-als
8.076,cf-als
8.0811,cf-als
8.1041,cf-als
8.1143,cf-als
8.1997,cf-als
8.1467,cf-als
8.1323,cf-als
8.0662,cf-als
8.078,cf-als
8.1094,cf-als
8.0667,cf-als
8.1535,cf-als
8.1175,cf-als
8.0619,cf-als
8.133,cf-als
8.11,cf-als
8.1316,cf-als
8.0639,cf-als
8.0517,cf-als
8.134,cf-als
8.1615,cf-als
8.0694,cf-als
8.1245,cf-als
8.0361,cf-als
8.1178,cf-als
8.1063,cf-als
8.1099,cf-als
8.1891,cf-als
8.1712,cf-als
8.1935,cf-als
8.1355,cf-als
8.1527,cf-als
8.1111,cf-als
8.1324,cf-als
8.0603,cf-als
8.1054,cf-als
8.1131,cf-als
8.067,cf-als
8.0373,cf-als
8.118,cf-als
8.1817,cf-als
8.1002,cf-als
8.1193,cf-als
8.1694,cf-als
8.0886,cf-als
8.0652,cf-als
8.0731,cf-als
8.0711,cf-als
8.1354,cf-als
8.1521,cf-als
8.1367,cf-als
8.1013,cf-als
8.1102,cf-als
8.1456,cf-als
8.0692,cf-als
8.1115,cf-als
8.061,cf-als
8.168,cf-als
8.0858,cf-als
8.1361,cf-als
8.1689,cf-als
8.1717,cf-als
8.1053,cf-als
8.1,cf-als
8.101,cf-als
8.0908,cf-als
8.0491,cf-als
8.0811,cf-als
8.1044,cf-als
8.0399,cf-als
8.1612,cf-als
8.217,cf-als
8.1085,cf-als
8.1404,cf-als
8.1584,cf-als
8.1385,cf-als
8.1124,cf-als
8.121,cf-als
8.0973,cf-als
8.1168,cf-als
8.0812,cf-als
8.1117,cf-als
8.2203,cf-als
8.1472,cf-als
8.0688,als
8.0328,als
8.0795,als
8.0799,als
8.086,als
8.0595,als
8.0694,als
8.0428,als
8.0864,als
8.0972,als
8.0351,als
8.0389,als
8.0827,als
8.0551,als
8.0858,als
8.1003,als
8.0544,als
8.0332,als
8.0784,als
8.0866,als
8.0812,als
8.0619,als
8.065,als
8.0781,als
8.0613,als
8.0573,als
8.0746,als
8.0375,als
8.0564,als
8.0367,als
8.0502,als
8.0681,als
8.0685,als
8.0343,als
8.0739,als
8.0669,als
8.055,als
8.0631,als
8.038,als
8.0618,als
8.0938,als
8.0532,als
8.0464,als
8.0635,als
8.07,als
8.0589,als
8.0697,als
8.0828,als
8.0567,als
8.087,als
8.0449,als
8.0666,als
8.0636,als
8.0316,als
8.066,als
8.0549,als
8.1088,als
8.0582,als
8.0784,als
8.1143,als
8.0624,als
8.0412,als
8.0668,als
8.0387,als
8.0543,als
8.074,als
8.0852,als
8.0731,als
8.07,als
8.1247,als
8.0597,als
8.0759,als
8.0584,als
8.0583,als
8.0712,als
8.057,als
8.1206,als
8.0933,als
8.0809,als
8.0827,als
8.043,als
8.0747,als
8.0621,als
8.073,als
8.0652,als
8.0486,als
8.075,als
8.0832,als
8.0521,als
8.0774,als
8.0897,als
8.0943,als
8.072,als
8.0971,als
8.0828,als
8.0717,als
8.0548,als
8.0632,als
8.0695,als
8.1204,als
