length,approach
9.6711,cf-cvx
9.5656,cf-cvx
9.6606,cf-cvx
9.7278,cf-cvx
9.6956,cf-cvx
9.6473,cf-cvx
9.7273,cf-cvx
9.7061,cf-cvx
9.725,cf-cvx
9.659,cf-cvx
9.6764,cf-cvx
9.723,cf-cvx
9.7709,cf-cvx
9.544,cf-cvx
9.708,cf-cvx
10.129,cf-cvx
10.1761,cf-cvx
9.7461,cf-cvx
9.6459,cf-cvx
10.0065,cf-cvx
9.7386,cf-cvx
9.7318,cf-cvx
9.586,cf-cvx
9.7711,cf-cvx
9.7944,cf-cvx
9.6515,cf-cvx
9.6988,cf-cvx
9.7247,cf-cvx
9.7752,cf-cvx
9.5914,cf-cvx
9.9008,cf-cvx
9.8052,cf-cvx
9.6969,cf-cvx
9.8332,cf-cvx
9.7868,cf-cvx
9.8044,cf-cvx
9.7968,cf-cvx
9.7515,cf-cvx
9.7431,cf-cvx
9.7021,cf-cvx
9.776,cf-cvx
9.7125,cf-cvx
9.6793,cf-cvx
9.684,cf-cvx
9.7974,cf-cvx
9.6852,cf-cvx
9.64,cf-cvx
9.8187,cf-cvx
9.6761,cf-cvx
9.6423,cf-cvx
9.732,cf-cvx
9.808,cf-cvx
10.2792,cf-cvx
10.1393,cf-cvx
9.6582,cf-cvx
9.7463,cf-cvx
9.6653,cf-cvx
9.6957,cf-cvx
9.7256,cf-cvx
9.6794,cf-cvx
9.7314,cf-cvx
9.7365,cf-cvx
9.8106,cf-cvx
9.7407,cf-cvx
9.7659,cf-cvx
9.6774,cf-cvx
9.6477,cf-cvx
9.6878,cf-cvx
9.7551,cf-cvx
9.7144,cf-cvx
9.7648,cf-cvx
9.7398,cf-cvx
9.835,cf-cvx
9.7152,cf-cvx
9.5941,cf-cvx
9.7107,cf-cvx
9.6331,cf-cvx
9.625,cf-cvx
9.7104,cf-cvx
9.7851,cf-cvx
9.6989,cf-cvx
9.7304,cf-cvx
9.6115,cf-cvx
9.7454,cf-cvx
9.7219,cf-cvx
9.83,cf-cvx
9.6534,cf-cvx
9.7483,cf-cvx
9.5451,cf-cvx
9.6924,cf-cvx
9.6847,cf-cvx
9.6682,cf-cvx
9.7582,cf-cvx
9.6155,cf-cvx
9.7228,cf-cvx
9.7467,cf-cvx
9.7291,cf-cvx
9.6777,cf-cvx
9.6963,cf-cvx
9.6474,cf-cvx
10.9588,cf-als
10.9438,cf-als
11.2842,cf-als
11.0476,cf-als
11.0164,cf-als
10.9189,cf-als
11.0289,cf-als
10.7891,cf-als
11.0786,cf-als
11.0008,cf-als
11.0086,cf-als
11.0916,cf-als
11.0304,cf-als
10.7751,cf-als
11.1921,cf-als
10.827,cf-als
10.6837,cf-als
11.3672,cf-als
11.1802,cf-als
10.5006,cf-als
10.9101,cf-als
11.3895,cf-als
10.855,cf-als
10.8963,cf-als
11.1982,cf-als
10.9899,cf-als
11.1556,cf-als
10.2236,cf-als
10.9908,cf-als
10.9308,cf-als
11.3503,cf-als
10.6347,cf-als
11.2034,cf-als
11.1557,cf-als
10.9232,cf-als
10.9364,cf-als
11.3889,cf-als
10.9054,cf-als
11.2424,cf-als
11.0869,cf-als
11.0141,cf-als
10.9969,cf-als
11.1906,cf-als
11.0597,cf-als
11.0494,cf-als
10.9342,cf-als
11.2596,cf-als
11.065,cf-als
10.9795,cf-als
11.0557,cf-als
10.7313,cf-als
10.9773,cf-als
10.6705,cf-als
11.0068,cf-als
10.7363,cf-als
10.7187,cf-als
10.5618,cf-als
11.042,cf-als
10.7349,cf-als
10.4688,cf-als
11.2341,cf-als
11.1875,cf-als
10.9414,cf-als
10.9621,cf-als
10.5013,cf-als
11.0356,cf-als
10.8762,cf-als
11.1652,cf-als
11.308,cf-als
11.1512,cf-als
10.8513,cf-als
11.1457,cf-als
11.1291,cf-als
10.6135,cf-als
10.6585,cf-als
11.3417,cf-als
10.7753,cf-als
11.1722,cf-als
11.2094,cf-als
11.0787,cf-als
10.7572,cf-als
11.0561,cf-als
10.5197,cf-als
11.1521,cf-als
10.7821,cf-als
11.2307,cf-als
11.5349,cf-als
11.0703,cf-als
11.1824,cf-als
11.1604,cf-als
11.0534,cf-als
11.0665,cf-als
10.8854,cf-als
10.8961,cf-als
11.032,cf-als
11.0031,cf-als
11.4215,cf-als
10.8619,cf-als
11.0426,cf-als
11.1659,cf-als
48.8548,cvx
58.4584,cvx
56.2828,cvx
63.9241,cvx
70.1963,cvx
45.959,cvx
56.6746,cvx
69.3295,cvx
44.2797,cvx
65.6279,cvx
46.4125,cvx
50.8834,cvx
51.6817,cvx
55.0045,cvx
45.0378,cvx
490.824,cvx
676.3654,cvx
37.3272,cvx
56.2098,cvx
195.8545,cvx
67.7327,cvx
67.3037,cvx
42.8995,cvx
62.6999,cvx
50.8084,cvx
53.4324,cvx
47.0705,cvx
259.2113,cvx
49.4366,cvx
50.801,cvx
46.5783,cvx
71.7755,cvx
82.5622,cvx
50.4678,cvx
58.2321,cvx
106.1504,cvx
40.3354,cvx
57.8799,cvx
60.6309,cvx
57.3033,cvx
64.4299,cvx
73.1589,cvx
76.8685,cvx
59.263,cvx
49.5752,cvx
43.4104,cvx
49.3598,cvx
70.8844,cvx
71.0283,cvx
56.1689,cvx
64.4835,cvx
48.8718,cvx
386.4073,cvx
137.7064,cvx
7197.1592,cvx
54.8439,cvx
1680.7498,cvx
60.7417,cvx
46.2761,cvx
61.2967,cvx
47.6343,cvx
49.049,cvx
46.401,cvx
122.488,cvx
137.7707,cvx
78.2437,cvx
70.5995,cvx
57.0711,cvx
57.8826,cvx
67.1632,cvx
62.7774,cvx
60.9135,cvx
42.4642,cvx
247.6148,cvx
64.6604,cvx
46.9734,cvx
104.5281,cvx
39.9213,cvx
42.0709,cvx
65.322,cvx
61.7526,cvx
57.9355,cvx
248.0795,cvx
72.7466,cvx
117.9756,cvx
55.7006,cvx
59.6959,cvx
62.9705,cvx
44.5926,cvx
53.534,cvx
91.3039,cvx
